gene,SJ_M9,SJ_M10,SJ_M7,SJ_M8
ENSMUSG00000037679,14.42547,12.687032,39.86783,41.08023
ENSMUSG00000037681,0.345479,0.030451,0.054652,0.018642
ENSMUSG00000037683,0.108288,0.0,0.072056,0.052201
ENSMUSG00000037685,6.037534000000001,3.2282580000000003,4.081044,4.079874
ENSMUSG00000037686,0.2405979999999999,0.17942,2.909673,6.337318
ENSMUSG00000037689,0.0,0.0,0.0,0.0
ENSMUSG00000037692,10.415243,10.071181,22.645905,28.505236
ENSMUSG00000037697,13.393149,10.966724,17.510257,14.780335
ENSMUSG00000037703,3.381011,2.543533,11.016479,10.57414
ENSMUSG00000037705,0.028945,0.0,0.009629,0.021269
ENSMUSG00000037706,379.657595,268.950439,348.973793,320.950662
ENSMUSG00000037708,0.202053,0.723408,4.376987,3.497942
ENSMUSG00000037709,1.727767,1.740634,6.545070000000001,6.306447
ENSMUSG00000037710,27.231973,23.600421,28.668512,24.482372
ENSMUSG00000037712,26.147845000000004,22.839611,98.54067299999998,108.16017600000002
ENSMUSG00000037716,0.0,0.0,0.233163,0.105516
ENSMUSG00000037720,64.316341,39.634512,60.692857,59.620909000000005
ENSMUSG00000037722,14.735281,10.135496,35.319008999999994,32.773172
ENSMUSG00000037725,12.665749,10.8712,22.0077,25.069328
ENSMUSG00000037727,0.0,0.0,0.0,0.0
ENSMUSG00000037730,7.866985,5.821112,19.90825,25.951552
ENSMUSG00000037731,26.134035,17.42743,4.102869,2.886267
ENSMUSG00000037735,0.0,0.047953,0.0,0.0
ENSMUSG00000037736,0.883335,0.659055,1.353764,0.7332799999999999
ENSMUSG00000037737,0.030417,0.0,0.078947,0.128826
ENSMUSG00000037738,0.028766,0.0,0.0,0.0
ENSMUSG00000037740,33.783855,26.340261,51.663411,53.489896
ENSMUSG00000037742,7525.269713,6823.118960999999,7276.031045,5972.644005000001
ENSMUSG00000037747,0.0,0.0,0.231363,0.412533
ENSMUSG00000037750,5.2128060000000005,3.769697,8.527372,7.644175000000001
ENSMUSG00000037752,4.012803,1.914887,8.097458,4.793815
ENSMUSG00000037754,0.60266,0.327923,0.570394,0.580619
ENSMUSG00000037759,2.563845,1.72689,0.260213,0.354633
ENSMUSG00000037761,5.6200220000000005,4.24001,14.320968,14.183208
ENSMUSG00000037762,0.838679,0.793944,2.452235,2.7093540000000003
ENSMUSG00000037771,0.352824,0.0,0.022907,0.026349
ENSMUSG00000037772,15.594293999999998,16.372232999999998,20.400234,18.861122
ENSMUSG00000037773,4.562968000000001,4.402782,28.627639,31.480837
ENSMUSG00000037780,0.0,0.0,0.100671,0.0
ENSMUSG00000037784,5.636631,3.926522,22.201711,24.08459
ENSMUSG00000037787,24.176566,14.078383,17.302619999999997,16.369607
ENSMUSG00000037788,14.285695,7.659831,3.586096,3.858177
ENSMUSG00000037790,0.0,0.0,0.0,0.0
ENSMUSG00000037791,13.778629000000002,10.19771,43.149531,37.346471
ENSMUSG00000037795,4.568315,1.877335,9.588272,11.14581
ENSMUSG00000037797,0.0,0.0,0.0,0.0
ENSMUSG00000037798,0.0,0.0,0.220142,0.026572
ENSMUSG00000037801,0.0,0.0,0.150616,0.09816
ENSMUSG00000037805,1197.267975,1043.962499,1698.243255,1475.7426700000003
ENSMUSG00000037808,9.631846,6.04256,25.453033,30.475367
ENSMUSG00000037813,0.915891,1.224543,3.687343,4.476962
ENSMUSG00000037815,103.909633,81.702363,180.223959,152.651139
ENSMUSG00000037816,10.368924,13.728052000000002,29.056235,32.625262
ENSMUSG00000037818,4.022787999999999,2.261541,9.860609,11.833025999999998
ENSMUSG00000037820,133.59938,89.174118,81.22378800000001,58.267811
ENSMUSG00000037822,59.021131,40.281444,71.571361,73.733429
ENSMUSG00000037824,56.610497,31.064426,28.780179,28.726372
ENSMUSG00000037826,1.723116,1.560779,4.940443999999999,5.5992820000000005
ENSMUSG00000037827,0.0,0.0,0.0,0.0
ENSMUSG00000037833,0.085191,0.167871,0.27972,0.319703
ENSMUSG00000037843,0.0,0.031537,0.0,0.053063
ENSMUSG00000037845,1.937387,1.014999,2.064662,3.3539000000000003
ENSMUSG00000037846,1.212488,0.887292,1.652503,1.110151
ENSMUSG00000037847,5.6983250000000005,3.925847,26.765199000000003,29.540676000000005
ENSMUSG00000037849,4.449501,3.286382,0.662584,0.355394
ENSMUSG00000037851,15.704576,9.852731,25.238288,22.372653
ENSMUSG00000037852,40.585572,37.165582,135.78733,150.394022
ENSMUSG00000037855,2.405678,1.605693,4.819064999999999,3.684346
ENSMUSG00000037857,10.733687,7.295302,34.948552,39.027119
ENSMUSG00000037860,14.968369999999998,7.675643000000001,9.923366,8.117019
ENSMUSG00000037868,9.897691,7.643485,9.590175,8.060120000000001
ENSMUSG00000037872,0.0,0.331571,0.66388,0.724142
ENSMUSG00000037876,11.239228999999998,6.860222,23.803051,26.021606
ENSMUSG00000037884,0.0,0.0,0.0,0.033923
ENSMUSG00000037885,7.048504,7.071718000000001,25.744781,27.068063
ENSMUSG00000037887,1.777074,1.033498,3.105828,1.868336
ENSMUSG00000037890,2.567328,1.4717319999999998,7.920916,8.012464000000001
ENSMUSG00000037892,2.039604,2.04583,5.385959,4.276198
ENSMUSG00000037894,502.229096,287.011407,431.887894,361.803138
ENSMUSG00000037896,9.721522,7.398154,16.010937,17.103406
ENSMUSG00000037902,217.089056,116.75779,44.713476,29.419591
ENSMUSG00000037904,2.738197,3.5552390000000003,3.859063,3.324386
ENSMUSG00000037905,17.108914,13.82169,31.360077000000004,22.776049
ENSMUSG00000037907,11.132783,15.473135,35.682685,39.973543
ENSMUSG00000037910,0.0,0.0,0.0,0.0
ENSMUSG00000037913,0.500076,0.825707,0.214846,0.280912
ENSMUSG00000037916,77.714015,68.196421,156.69319700000003,155.717652
ENSMUSG00000037921,2.485351,0.7872300000000001,4.05405,2.505297
ENSMUSG00000037922,2.915624,1.374172,0.849148,0.879938
ENSMUSG00000037924,0.0,0.0,0.0,0.0
ENSMUSG00000037926,12.537907,8.328715,13.275247,12.951409
ENSMUSG00000037933,15.652065,11.100109,21.267773,21.728558
ENSMUSG00000037935,79.74609699999999,50.663034,99.866048,81.24243200000001
ENSMUSG00000037936,34.867214,22.155855000000003,48.346655,46.409111
ENSMUSG00000037938,11.392617,8.015238,14.900636,13.952982
ENSMUSG00000037940,1.711817,0.706074,0.926029,1.240627
ENSMUSG00000037942,0.0,0.0,0.0,0.0
ENSMUSG00000037944,10.58187,7.283936,1.820549,1.515545
ENSMUSG00000037946,9.055371,4.607866,3.835244,4.286556
ENSMUSG00000037949,12.671065,18.462848,31.770565,36.441157
ENSMUSG00000037953,0.107499,0.0,0.813048,0.628191
ENSMUSG00000037957,12.176769,6.763332999999999,15.209781,15.276724
ENSMUSG00000037958,10.512543,9.145903,13.661607,12.072381
ENSMUSG00000037960,211.806743,89.25913200000001,76.33442500000001,81.48615500000001
ENSMUSG00000037962,0.066013,0.466485,0.521877,0.893254
ENSMUSG00000037965,33.604861,38.218992,212.592195,262.822191
ENSMUSG00000037966,279.494713,123.989097,73.83703699999998,74.126393
ENSMUSG00000037971,10.327569,10.335942,14.687713999999998,9.301757
ENSMUSG00000037972,9.171417,5.386896,21.056573,22.685374
ENSMUSG00000037973,0.0,0.0,0.0,0.0
ENSMUSG00000037974,0.0,0.0,0.0,0.0
ENSMUSG00000037977,0.210278,0.054278,0.515002,0.314264
ENSMUSG00000037979,2.610108,1.989418,3.443956,3.466453
ENSMUSG00000037982,0.0,1.119555,0.299187,0.486629
ENSMUSG00000037984,0.0,0.0,0.0,0.0
ENSMUSG00000037989,0.108096,0.053094,0.018527,0.023339
ENSMUSG00000037990,0.070332,0.0,0.111001,0.108506
ENSMUSG00000037991,2.707688,2.752857,2.72268,1.897887
ENSMUSG00000037992,20.426988,14.399548,19.254211,21.045041
ENSMUSG00000037993,19.31525,15.743201,35.3356,35.973119000000004
ENSMUSG00000037994,0.297837,0.130137,0.5280050000000001,0.139657
ENSMUSG00000037995,0.811434,1.443688,0.291426,0.156954
ENSMUSG00000037996,0.0,0.0,0.007158,0.0
ENSMUSG00000037997,2.48324,3.581804,1.306619,0.549309
ENSMUSG00000037999,1.269043,1.654957,1.4060389999999998,0.337648
ENSMUSG00000038000,21.431951,25.637813,47.91497,46.27462
ENSMUSG00000038002,3.904425,2.67351,12.492118,12.935905000000002
ENSMUSG00000038005,45.071541,36.763158,41.536092,31.172169
ENSMUSG00000038007,0.936798,1.13654,4.76099,4.776125
ENSMUSG00000038009,0.584414,0.416595,2.341597,3.035886
ENSMUSG00000038010,1.882065,2.661468,5.313364,5.955985
ENSMUSG00000038011,0.046616,0.002863,0.057035,0.057758
ENSMUSG00000038013,5.332301,4.394817,9.089264,7.699756
ENSMUSG00000038014,57.259507,40.525213,84.491078,85.116783
ENSMUSG00000038015,0.0,0.0,0.0,0.0
ENSMUSG00000038020,0.934907,0.588516,3.200075,3.385621
ENSMUSG00000038022,9.341797,4.646668,18.850798,21.821788
ENSMUSG00000038023,9.758226,7.765257,18.077103,18.482156
ENSMUSG00000038024,9.54686,4.407203,18.505919,21.774392
ENSMUSG00000038025,10.239099,6.701768,16.151924,15.672903
ENSMUSG00000038026,0.084679,0.081819,0.085133,0.067951
ENSMUSG00000038028,3.479233,1.757513,4.201575,3.335313
ENSMUSG00000038034,71.72802499999999,60.397865,101.824131,92.439256
ENSMUSG00000038037,7.711766,6.654548,19.623523,15.891362999999998
ENSMUSG00000038039,10.511375,5.350522999999999,16.73214,14.137965
ENSMUSG00000038042,0.744976,0.978223,3.374297,2.253863
ENSMUSG00000038044,0.0,0.0,0.0,0.0
ENSMUSG00000038045,0.202034,0.171367,0.355459,0.828265
ENSMUSG00000038046,6.815556,7.248399,7.090657,9.130915
ENSMUSG00000038047,4.358324,3.753135,9.909337,10.316523000000002
ENSMUSG00000038048,0.0,0.0,0.0,0.0
ENSMUSG00000038055,15.039163,17.349778999999998,33.532286,33.06824
ENSMUSG00000038056,4.42747,3.373185,9.650888,11.355743
ENSMUSG00000038057,0.0,0.0,0.980193,1.056129
ENSMUSG00000038058,7.814580999999999,8.010788,11.532264,11.666299
ENSMUSG00000038059,30.989129,19.255019,33.576334,28.961019
ENSMUSG00000038060,0.144683,0.600331,0.334242,1.159921
ENSMUSG00000038064,0.0,0.0,0.0,0.0
ENSMUSG00000038065,3.263344,2.352824,14.785753,13.804944
ENSMUSG00000038067,0.855828,0.291048,0.233282,0.063782
ENSMUSG00000038068,9.326786,3.680925,2.675935,1.735823
ENSMUSG00000038069,5.111719,3.594841,7.590943999999999,9.493476
ENSMUSG00000038070,5.800339,3.121993,12.246132,13.841639999999998
ENSMUSG00000038071,0.0,0.0,0.0,0.0
ENSMUSG00000038072,7.661305,4.240678,14.90519,16.91839
ENSMUSG00000038074,9.174862,6.026005,37.893482,36.65304
ENSMUSG00000038077,0.0469,0.0,0.047543,0.022457
ENSMUSG00000038079,18.400023,18.438571,33.87754700000001,37.568832
ENSMUSG00000038080,5.149572,3.226784,8.695998,7.343742000000001
ENSMUSG00000038084,11.072095,7.914405,22.52384,23.072751
ENSMUSG00000038085,12.406749,7.832248999999999,6.258532,6.807379
ENSMUSG00000038086,6.00181,4.967709,22.63758,24.47397
ENSMUSG00000038092,0.0,0.0,0.0,0.0
ENSMUSG00000038094,0.0,0.0,0.0,0.0
ENSMUSG00000038095,11.799691,8.212269,26.628864,32.780151
ENSMUSG00000038102,12.575394,9.347910999999998,26.067282,24.293706
ENSMUSG00000038112,0.028579,0.012041,0.095142,0.0
ENSMUSG00000038115,0.0,0.0,0.190067,0.180306
ENSMUSG00000038116,9.381614,8.043301,19.447618,21.338342000000004
ENSMUSG00000038119,40.398279,39.687099,175.35502300000002,186.078599
ENSMUSG00000038121,6.768821,5.406234,10.808737,9.425354
ENSMUSG00000038122,1.492997,1.214537,3.355706,3.1029350000000004
ENSMUSG00000038126,1.2471390000000002,1.26619,6.60962,6.618013000000001
ENSMUSG00000038127,26.344687,17.993904999999998,41.460649,43.876907
ENSMUSG00000038128,0.051007,0.028047,0.122443,0.106354
ENSMUSG00000038132,0.0,0.0,0.044986,0.0
ENSMUSG00000038135,1.405566,3.961369,4.115122,0.0
ENSMUSG00000038141,13.774436,10.891133,34.994733,36.160531
ENSMUSG00000038143,0.067989,0.0518519999999999,0.747338,0.669515
ENSMUSG00000038145,11.050475999999998,8.848605,26.798606,24.087699
ENSMUSG00000038146,8.120248,6.524518,37.480561,42.95794
ENSMUSG00000038147,73.562365,26.446659,18.30181,9.580583
ENSMUSG00000038148,0.0,0.0,0.0,0.0
ENSMUSG00000038150,17.797983,11.342756,30.07104,29.422555
ENSMUSG00000038151,3.176592,1.646044,0.908552,0.799894
ENSMUSG00000038152,1.001959,0.080398,1.867548,1.992969
ENSMUSG00000038155,10.574038,3.503498,3.634801,3.720694
ENSMUSG00000038156,0.398136,0.7368589999999999,2.191658,1.567025
ENSMUSG00000038160,22.779541,14.910913,15.552869,13.608457
ENSMUSG00000038165,0.0,0.0,0.0,0.0
ENSMUSG00000038167,0.12841,0.036664,0.708013,0.507375
ENSMUSG00000038168,3.021039,2.69948,6.759914,7.574644
ENSMUSG00000038170,6.7976,4.387832,20.202542999999995,19.526839
ENSMUSG00000038172,9.751129,5.417827000000001,9.07963,9.240573
ENSMUSG00000038173,4.213148,2.5977170000000003,14.042824,18.425084
ENSMUSG00000038174,1.890434,1.107327,11.121555,16.266359
ENSMUSG00000038175,9.332299,5.141001,10.224617,12.399062
ENSMUSG00000038178,41.814991,18.757586,13.918833,14.566867999999998
ENSMUSG00000038179,27.899543,10.357888,3.3628980000000004,2.089329
ENSMUSG00000038180,0.249185,1.075593,3.565524,4.331948000000001
ENSMUSG00000038181,16.272221,13.875412,36.656384,45.231614
ENSMUSG00000038187,9.179493,6.103641,14.665399999999998,14.062981
ENSMUSG00000038188,6.411821,3.513134,6.6889970000000005,8.704719
ENSMUSG00000038192,0.0,0.725664,0.090177,0.343084
ENSMUSG00000038193,78.298636,97.708131,206.155252,233.366881
ENSMUSG00000038195,2.688385,2.305882,2.729698,4.021037
ENSMUSG00000038199,0.021072,0.035847,0.028725,0.093625
ENSMUSG00000038201,0.068259,0.139899,0.028473,0.098016
ENSMUSG00000038203,0.0,0.0,0.0,0.0
ENSMUSG00000038204,0.613084,0.985482,0.377055,0.45212
ENSMUSG00000038205,2.546655,1.383348,15.809419000000002,15.033366
ENSMUSG00000038206,36.220017,26.103892,69.759865,81.969936
ENSMUSG00000038208,2.299936,2.035197,7.128477,5.97099
ENSMUSG00000038209,0.0,0.0,0.0,0.0
ENSMUSG00000038210,0.0,0.0,0.0,0.034508
ENSMUSG00000038212,26.006379000000003,15.654630999999998,30.122239000000004,27.665855
ENSMUSG00000038213,11.344196,6.488434,9.859042,7.35431
ENSMUSG00000038214,4.156801,4.193754,6.018619,4.824289
ENSMUSG00000038215,39.254070000000006,46.000061,155.96985300000006,181.925093
ENSMUSG00000038216,0.0,0.0,0.0,0.0
ENSMUSG00000038217,2.755986,3.845811,2.169198,1.849756
ENSMUSG00000038218,0.0,0.0,0.0,0.0
ENSMUSG00000038224,0.103277,0.179229,0.210172,0.192983
ENSMUSG00000038225,5.406602,2.646077,10.235941000000002,9.012952
ENSMUSG00000038227,0.017209,0.190626,0.111246,0.098956
ENSMUSG00000038233,0.397573,0.427494,0.684083,2.365
ENSMUSG00000038235,23.280118,20.182808,24.693219,23.512727
ENSMUSG00000038236,0.290338,0.040606,0.719643,0.470867
ENSMUSG00000038239,0.018763,0.0,0.394549,0.0
ENSMUSG00000038240,4.0014780000000005,3.384011,6.205427,6.679454999999999
ENSMUSG00000038241,7.070078,7.860915,19.107956,20.76317
ENSMUSG00000038242,0.471104,0.404816,2.723542,1.975726
ENSMUSG00000038244,7.278004,5.329904,17.236784,13.220123
ENSMUSG00000038246,0.0,0.0,0.0,0.0
ENSMUSG00000038248,0.026904,0.076936,0.139703,0.052518
ENSMUSG00000038250,7.059334,5.474299,11.41221,11.421641
ENSMUSG00000038252,25.181177,27.649059,38.29891599999999,46.313933000000006
ENSMUSG00000038253,0.056817,0.247074,0.424473,0.27729
ENSMUSG00000038255,0.0,0.0,0.0,0.0
ENSMUSG00000038256,6.938775000000001,5.591139,16.185254,14.864001
ENSMUSG00000038257,0.0,0.0,0.0,0.0
ENSMUSG00000038259,0.021756,0.0,0.521827,0.484125
ENSMUSG00000038260,5.8736120000000005,6.738112999999999,27.481388000000003,25.636198
ENSMUSG00000038264,8.41362,7.66747,42.820595,46.200044
ENSMUSG00000038267,3.240553,1.894017,30.329716999999995,34.798265
ENSMUSG00000038268,9.517891,4.30357,6.407877,6.7993950000000005
ENSMUSG00000038271,6.4837560000000005,3.889712,15.364015,15.353368
ENSMUSG00000038274,3359.0611620000004,2395.4725620000004,2908.948756,2426.090274
ENSMUSG00000038276,0.0,0.0,0.90805,0.527711
ENSMUSG00000038279,26.197947,30.729866,32.580938,31.16575
ENSMUSG00000038280,21.060291000000003,11.845108,14.179521,12.299992
ENSMUSG00000038286,13.78256,7.888839,18.893937,21.994201000000004
ENSMUSG00000038290,12.823531,8.943935,29.836318,27.939249
ENSMUSG00000038291,6.273739,5.032719999999999,11.679748000000002,9.374709
ENSMUSG00000038292,0.220901,0.425998,1.882447,2.399016
ENSMUSG00000038295,0.426088,0.105362,0.64996,1.067183
ENSMUSG00000038296,0.331727,0.441273,3.057265,3.262118
ENSMUSG00000038298,0.046722,0.165377,0.0,0.0
ENSMUSG00000038299,33.737874,30.567867,41.634797,32.82032
ENSMUSG00000038300,0.0,0.0,0.511935,2.31504
ENSMUSG00000038301,34.268642,22.369701000000003,36.702923,34.833736
ENSMUSG00000038302,3.516457,3.123962,4.677336,4.282754
ENSMUSG00000038304,0.217491,0.17278,0.125344,0.236926
ENSMUSG00000038305,0.430707,0.2477329999999999,2.515256,0.464607
ENSMUSG00000038311,0.0,0.0,0.09635,0.157045
ENSMUSG00000038312,33.944772,24.766282,39.700239,38.41755700000001
ENSMUSG00000038319,1.929728,1.176374,2.375318,3.844699
ENSMUSG00000038323,4.024781,3.39981,9.103641,10.953327
ENSMUSG00000038324,56.074628,47.856633,110.912224,100.139464
ENSMUSG00000038327,0.034371,0.0,0.0,0.0
ENSMUSG00000038330,0.0,0.0,0.0,0.0
ENSMUSG00000038331,2.053816,2.237094,10.82262,14.201911
ENSMUSG00000038332,17.288193,11.476666,26.292611,26.674586
ENSMUSG00000038335,12.35639,15.222953,22.430594,18.312835
ENSMUSG00000038342,9.591898,5.639737,17.266689,17.536353
ENSMUSG00000038344,4.352206,4.086964,14.697535,14.237419
ENSMUSG00000038346,23.778257,17.334916,40.915594,38.176930000000006
ENSMUSG00000038347,0.7746230000000001,0.139773,0.368475,1.7038110000000002
ENSMUSG00000038349,0.573445,0.520818,0.324904,0.524935
ENSMUSG00000038351,5.343697,6.389108,22.519118,25.878305
ENSMUSG00000038352,8.038848,6.267189,3.654341,4.193135
ENSMUSG00000038354,0.189384,0.620517,3.53344,2.478459
ENSMUSG00000038357,0.846786,0.9144,0.499905,0.0
ENSMUSG00000038365,8.018737999999999,5.315892999999999,26.925556,25.984462
ENSMUSG00000038366,94.59775,49.730867,81.072326,83.669973
ENSMUSG00000038368,7.352026,8.08875,22.319927000000003,21.364355
ENSMUSG00000038369,13.725390999999998,11.548585,32.756889,32.974711
ENSMUSG00000038370,0.801044,0.198819,1.274903,1.395622
ENSMUSG00000038371,9.480173,5.509633999999999,14.716615,15.749208
ENSMUSG00000038372,12.709625,9.518196,19.350114,16.570061
ENSMUSG00000038374,95.625647,74.86536000000001,93.815927,77.678254
ENSMUSG00000038375,29.313154,20.225543,74.762649,60.241209000000005
ENSMUSG00000038379,5.438434,3.569875,7.942416,6.226902000000001
ENSMUSG00000038383,29.462904,28.268407,35.751806,29.782238
ENSMUSG00000038384,4.740367000000001,3.666025,10.283547999999998,8.459616
ENSMUSG00000038387,58.644202,50.229753,101.56609,96.606902
ENSMUSG00000038388,40.949203,33.804974,31.154218,26.55758800000001
ENSMUSG00000038390,2.499817,2.8699410000000003,11.033991,15.165926000000002
ENSMUSG00000038393,136.626465,105.103861,204.26202400000005,227.198226
ENSMUSG00000038398,25.117331,18.737284,40.328249,35.831998
ENSMUSG00000038400,10.55852,3.468435,2.881869,2.969567
ENSMUSG00000038402,0.022837,0.0,0.084591,0.064633
ENSMUSG00000038403,0.0,0.0,0.035702,0.0
ENSMUSG00000038406,25.96381,20.109213,69.086837,71.158821
ENSMUSG00000038408,0.0,0.158018,0.0,0.0
ENSMUSG00000038412,65.61812499999999,27.220759,97.963784,99.019911
ENSMUSG00000038415,0.048006,0.008405,0.036205,0.04141
ENSMUSG00000038416,44.76189,40.849500000000006,113.006671,109.209423
ENSMUSG00000038417,9.649922,7.417863,11.423734,11.145137
ENSMUSG00000038418,196.448354,203.205235,513.383573,396.871143
ENSMUSG00000038421,1.3382429999999998,0.464861,0.154775,0.084807
ENSMUSG00000038422,2.160277,1.586528,3.89661,3.133737
ENSMUSG00000038425,4.422095,4.644069,8.670682000000001,8.846887
ENSMUSG00000038429,43.232775,37.464544,86.84839899999999,92.550183
ENSMUSG00000038437,10.407954,11.014808,26.093264,28.162726
ENSMUSG00000038446,13.74413,10.331675,27.936686,24.020587
ENSMUSG00000038451,16.800418,12.634619,17.018977,15.682517999999998
ENSMUSG00000038453,0.363429,1.020293,0.880961,1.305314
ENSMUSG00000038456,11.009603,11.473091,31.202474,32.249197
ENSMUSG00000038457,0.147056,0.786024,1.5021909999999998,0.950646
ENSMUSG00000038459,32.236843,26.716692,43.655618,41.235481
ENSMUSG00000038462,96.736739,63.353426,78.645217,70.436487
ENSMUSG00000038463,20.698436,19.229317,61.932333,54.712956
ENSMUSG00000038467,206.014067,122.044248,167.453768,139.82396599999998
ENSMUSG00000038473,3.4413170000000006,4.4827770000000005,5.875196,9.898007
ENSMUSG00000038481,7.067358,6.683789000000001,14.146499,12.878195
ENSMUSG00000038482,62.778054,48.824877,104.110043,108.015855
ENSMUSG00000038485,3.204337,2.989345,7.21758,7.556617
ENSMUSG00000038486,1.013309,0.813784,5.845077,6.675546
ENSMUSG00000038489,23.025074,18.08205,20.295878,14.749855
ENSMUSG00000038491,0.0,0.0,0.0,0.0
ENSMUSG00000038495,8.869968,5.489544,29.92975,27.601938
ENSMUSG00000038496,0.0,0.0,0.044935,0.0
ENSMUSG00000038497,18.456989,13.508887,22.850941,26.874833
ENSMUSG00000038498,0.0,0.0,0.0,0.0
ENSMUSG00000038500,14.632933,20.566797,36.590165,40.185405
ENSMUSG00000038502,82.51852500000001,76.30126899999999,200.938311,214.897627
ENSMUSG00000038503,36.629243,38.337346,55.996821,61.981193000000005
ENSMUSG00000038506,7.599695,6.067709000000001,11.605575000000002,10.471748
ENSMUSG00000038507,20.196744,10.935362,34.906891,29.504211
ENSMUSG00000038508,49.087718,15.969893,7.555563,5.408152
ENSMUSG00000038510,28.572893,22.800622,23.215303,16.994267
ENSMUSG00000038515,4.431197999999999,2.911519,13.899829,15.29708
ENSMUSG00000038517,14.494514,8.728176,18.48301,18.949959
ENSMUSG00000038518,11.707795,8.282297999999999,26.895783,23.132221
ENSMUSG00000038520,29.606827,27.981474,62.41065600000001,65.994361
ENSMUSG00000038521,14.995080000000002,13.024495,84.11011099999999,100.271214
ENSMUSG00000038522,0.022039,0.0,0.193355,0.124405
ENSMUSG00000038523,3.643181,0.71135,1.821849,2.814971
ENSMUSG00000038524,3.918576,4.818892999999999,29.946083,25.115567
ENSMUSG00000038525,22.455570000000005,19.991192,31.143854,27.111854
ENSMUSG00000038526,0.141297,0.654698,0.389472,0.250369
ENSMUSG00000038527,2.261553,1.585452,1.212351,0.961048
ENSMUSG00000038528,0.066039,0.364671,0.024783,0.135457
ENSMUSG00000038530,0.398685,0.695715,3.416754,2.405275
ENSMUSG00000038533,9.830615000000002,6.875451999999999,21.682793,28.794806
ENSMUSG00000038534,4.895051,4.406623,8.713592,10.541691
ENSMUSG00000038535,8.631309,10.169339,33.167066,39.00743799999999
ENSMUSG00000038537,0.0,0.0,0.0,0.0
ENSMUSG00000038538,4.409392,7.924487000000001,15.767565,20.27479
ENSMUSG00000038539,46.700182,49.330644,81.716794,78.892774
ENSMUSG00000038540,0.240367,0.156544,0.441126,1.01951
ENSMUSG00000038541,0.0,0.0,0.0,0.0
ENSMUSG00000038542,16.234543,14.193192,27.722249,25.596446
ENSMUSG00000038543,53.980157,25.948784,22.231685,12.083918
ENSMUSG00000038544,12.898617000000002,8.955028,15.997888,14.46518
ENSMUSG00000038545,23.349033,21.590237,69.716015,64.913064
ENSMUSG00000038546,25.634353,17.786737999999996,35.182049,38.295479
ENSMUSG00000038550,7.181368999999999,5.755654,11.946545,15.258463
ENSMUSG00000038552,15.660617,15.703449,93.933245,100.229716
ENSMUSG00000038555,0.161381,0.0,0.409823,0.495354
ENSMUSG00000038560,0.698222,0.8051539999999999,3.309569,3.5107
ENSMUSG00000038563,7.291117,6.76319,11.489937,13.296121
ENSMUSG00000038564,12.331874999999998,8.236167,14.845067,18.156561
ENSMUSG00000038567,0.0,0.0,0.019635,0.0
ENSMUSG00000038569,0.682683,0.618943,4.395678,5.049881
ENSMUSG00000038570,0.384551,0.261064,2.322835,2.620108
ENSMUSG00000038572,0.0,0.0,0.0,0.0
ENSMUSG00000038576,0.305688,0.890632,1.885055,1.914797
ENSMUSG00000038578,11.211426,7.278030000000001,4.648687,3.047249
ENSMUSG00000038580,0.0,0.0,0.0,0.0
ENSMUSG00000038582,7.482893,5.565681,10.832427,11.97794
ENSMUSG00000038583,0.0,0.0,0.291048,0.223749
ENSMUSG00000038587,8.214547,7.020292,16.162299,16.532305
ENSMUSG00000038591,0.0,0.0,0.0,0.0
ENSMUSG00000038593,2.237421,1.707211,11.181712,13.243439999999998
ENSMUSG00000038594,1.334812,1.353573,5.859936,7.310224
ENSMUSG00000038598,0.0,0.0,0.0,0.032334
ENSMUSG00000038599,0.043291,0.0,0.0,0.095914
ENSMUSG00000038600,0.7897620000000001,0.075922,0.779477,0.737602
ENSMUSG00000038602,0.035886,0.010124,0.047026,0.0
ENSMUSG00000038604,15.989024,11.628989,35.274843,34.542061
ENSMUSG00000038605,2.774781,2.125676,4.02516,3.961571
ENSMUSG00000038607,83.958663,61.807122,74.473584,59.200785
ENSMUSG00000038608,9.379446000000002,6.476635,3.0275390000000004,1.986245
ENSMUSG00000038611,23.180544999999995,18.646242,43.409249,44.516426
ENSMUSG00000038612,276.365539,173.466369,287.576856,273.621865
ENSMUSG00000038615,46.319724,33.405702,65.599767,53.511974
ENSMUSG00000038618,4.825515,4.985175,11.350111,13.642503
ENSMUSG00000038619,57.128557,29.927552,88.11220599999999,78.91302300000001
ENSMUSG00000038622,50.03902,29.990552,36.737936000000005,28.241616
ENSMUSG00000038623,59.87923,34.323041999999994,15.979943999999998,11.804468
ENSMUSG00000038624,0.0,0.0,0.081778,0.0
ENSMUSG00000038628,19.009761,11.75052,22.112719,21.473378
ENSMUSG00000038630,0.29024,0.459023,1.811368,2.434205
ENSMUSG00000038633,75.368437,52.916989,75.63891700000002,66.345206
ENSMUSG00000038637,3.316625,1.6245,4.332877000000001,5.287963
ENSMUSG00000038641,0.0,0.0,0.0,0.0
ENSMUSG00000038642,1552.2875749999998,842.946003,308.681474,231.501378
ENSMUSG00000038644,21.519811,25.31798700000001,50.529961,45.924323
ENSMUSG00000038646,50.923602,28.475069,57.947098,41.764344
ENSMUSG00000038648,13.835299,12.418211,49.375854,45.682361
ENSMUSG00000038650,199.116001,107.340895,193.183803,176.13177399999998
ENSMUSG00000038651,0.0,0.0,0.0,0.0
ENSMUSG00000038656,0.0,0.0,0.0,0.0
