gene,IRRP1,IRRP2,IRRP3,RP1,RP2,RP3,V1,V2,V3
ENSMUSG00000040328,1,1,9,2,2,7,0,6,1
ENSMUSG00000040329,16,22,37,25,58,44,10,23,9
ENSMUSG00000040331,2088,1261,1261,1356,1868,1320,1273,1099,1067
ENSMUSG00000040339,370,1202,1416,1666,2436,1986,901,1492,1049
ENSMUSG00000040340,0,1,1,2,2,0,1,7,4
ENSMUSG00000040345,75,78,327,79,146,161,69,48,47
ENSMUSG00000040350,11,47,19,116,33,36,31,24,19
ENSMUSG00000040351,313,896,1052,1118,1259,1157,802,1178,840
ENSMUSG00000040354,2634,1704,1887,1722,1432,1828,1862,1547,1186
ENSMUSG00000040356,837,1416,1683,2493,2402,2667,1411,2192,1698
ENSMUSG00000040359,254,825,832,565,820,717,646,888,697
ENSMUSG00000040363,357,1226,1232,2152,1394,2204,1383,2594,1518
ENSMUSG00000040364,129,95,85,19,64,48,62,26,9
ENSMUSG00000040365,259,864,1026,1371,1083,1179,565,1096,847
ENSMUSG00000040367,0,2,2,2,0,3,0,2,1
ENSMUSG00000040370,215,199,271,207,285,218,348,298,291
ENSMUSG00000040372,0,70,31,26,112,92,25,7,12
ENSMUSG00000040373,4,3,8,0,26,6,2,0,3
ENSMUSG00000040374,733,584,556,325,577,431,619,540,422
ENSMUSG00000040380,27,20,20,14,33,18,11,13,12
ENSMUSG00000040383,375,1825,1885,2950,2279,2881,1673,2530,1912
ENSMUSG00000040385,6132,6462,7511,8598,6573,8220,9457,9302,8277
ENSMUSG00000040387,112,137,181,192,41,149,99,82,75
ENSMUSG00000040389,97,222,276,341,540,371,210,414,330
ENSMUSG00000040390,920,804,792,985,696,954,965,838,790
ENSMUSG00000040396,933,1988,1994,1845,1246,1761,4299,2719,2697
ENSMUSG00000040405,0,0,5,0,0,0,0,0,1
ENSMUSG00000040407,303,1327,1168,1314,1451,1703,494,1337,1013
ENSMUSG00000040410,175,236,269,266,296,230,264,330,233
ENSMUSG00000040412,0,2,27,12,24,13,1,0,0
ENSMUSG00000040413,0,0,0,0,0,0,0,0,0
ENSMUSG00000040414,404,348,451,584,474,643,456,490,469
ENSMUSG00000040415,1074,1048,1304,1250,1292,1283,886,1287,1035
ENSMUSG00000040420,0,4,0,9,0,21,0,0,0
ENSMUSG00000040423,373,964,1053,1497,1677,1465,763,1315,1022
ENSMUSG00000040424,2,24,28,32,24,29,20,16,7
ENSMUSG00000040428,261,152,170,66,287,137,84,149,74
ENSMUSG00000040429,102,109,96,145,121,87,82,97,123
ENSMUSG00000040430,458,1615,1626,936,1709,1108,1664,2274,1895
ENSMUSG00000040432,0,2,2,0,3,3,0,1,1
ENSMUSG00000040433,342,717,614,589,914,884,532,664,426
ENSMUSG00000040434,232,502,524,267,888,373,851,41,174
ENSMUSG00000040435,1690,292,645,353,422,390,285,433,731
ENSMUSG00000040441,61,66,58,74,60,70,15,86,69
ENSMUSG00000040446,1387,1907,1881,883,2654,1300,1688,3448,2552
ENSMUSG00000040447,29,22,26,32,46,62,21,16,39
ENSMUSG00000040451,162,230,299,435,466,471,302,416,414
ENSMUSG00000040452,0,0,0,0,0,0,0,0,0
ENSMUSG00000040455,447,1157,1242,2018,2343,2623,1004,1628,1227
ENSMUSG00000040456,0,0,0,0,0,0,0,0,0
ENSMUSG00000040459,2282,6092,6967,7925,5645,7600,11793,11654,9997
ENSMUSG00000040462,923,1676,1921,1855,1744,1837,1459,1470,1431
ENSMUSG00000040463,3478,15330,14926,17002,13760,17155,13843,14674,12941
ENSMUSG00000040464,361,560,495,753,754,782,495,693,455
ENSMUSG00000040466,1040,687,813,669,769,674,957,998,788
ENSMUSG00000040467,6,1,5,3,1,4,5,3,5
ENSMUSG00000040471,11,20,16,2,13,9,13,7,5
ENSMUSG00000040472,441,530,631,585,738,692,461,501,336
ENSMUSG00000040473,88,58,51,67,120,49,51,72,29
ENSMUSG00000040478,0,0,0,0,0,0,0,0,0
ENSMUSG00000040479,1055,3165,3528,3118,3501,3338,2862,2877,2514
ENSMUSG00000040481,3771,5873,6270,7698,9908,8214,5293,8928,6711
ENSMUSG00000040482,491,433,448,531,587,507,357,533,427
ENSMUSG00000040483,105,53,238,98,80,82,87,148,102
ENSMUSG00000040485,0,0,0,0,0,0,0,0,0
ENSMUSG00000040488,1889,3008,3003,2726,6646,3768,2865,3452,2745
ENSMUSG00000040489,0,0,0,0,0,0,0,0,0
ENSMUSG00000040490,1,0,0,1,2,0,3,0,0
ENSMUSG00000040495,9,12,16,6,23,22,3,4,7
ENSMUSG00000040498,0,6,2,0,3,9,4,1,1
ENSMUSG00000040502,307,315,294,293,351,333,403,329,330
ENSMUSG00000040505,0,0,0,7,17,5,1,2,2
ENSMUSG00000040506,350,1026,1197,1225,1082,1196,979,1314,1320
ENSMUSG00000040511,62,194,206,366,334,460,218,525,430
ENSMUSG00000040514,0,0,0,0,0,0,0,0,0
ENSMUSG00000040520,93,437,493,426,599,439,374,459,391
ENSMUSG00000040521,1736,745,881,836,784,962,793,905,800
ENSMUSG00000040522,0,28,304,101,116,90,21,91,23
ENSMUSG00000040524,126,1691,1709,2521,2232,2636,1200,2142,1491
ENSMUSG00000040525,10,11,5,2,0,0,1,5,0
ENSMUSG00000040528,57,15,73,25,45,45,39,31,29
ENSMUSG00000040532,1106,895,964,723,975,880,802,896,682
ENSMUSG00000040533,3,0,0,1,0,3,0,0,0
ENSMUSG00000040536,0,0,0,0,0,0,0,0,0
ENSMUSG00000040537,13,40,78,305,35,282,122,116,148
ENSMUSG00000040540,0,0,1,1,0,0,0,0,0
ENSMUSG00000040541,0,0,0,0,0,0,0,0,0
ENSMUSG00000040543,0,0,4,0,29,4,14,0,0
ENSMUSG00000040548,1584,2885,3019,2723,2978,2853,2934,3650,3060
ENSMUSG00000040549,1601,4376,4198,6401,5404,6150,4122,6185,4713
ENSMUSG00000040550,1174,1607,1648,2011,1971,1998,1217,1874,1461
ENSMUSG00000040552,80,149,899,550,337,478,301,177,172
ENSMUSG00000040554,0,8,9,0,13,2,11,19,7
ENSMUSG00000040557,48,173,242,117,200,184,251,282,198
ENSMUSG00000040560,215,571,623,914,1001,966,481,632,542
ENSMUSG00000040562,390,538,592,620,921,797,320,795,542
ENSMUSG00000040563,340,409,440,261,586,324,289,505,376
ENSMUSG00000040564,9,21,15,2,2,4,3,34,39
ENSMUSG00000040565,118,778,884,1602,1410,1578,669,1395,997
ENSMUSG00000040569,0,1,19,0,2,0,0,0,0
ENSMUSG00000040570,19,85,64,399,10,290,29,52,8
ENSMUSG00000040576,0,0,0,0,0,0,0,0,0
ENSMUSG00000040583,0,0,0,0,1,1,0,0,0
ENSMUSG00000040584,40,46,111,126,25,150,17,8,10
ENSMUSG00000040586,200,499,603,468,415,383,407,531,464
ENSMUSG00000040591,531,719,746,855,803,920,811,765,776
ENSMUSG00000040592,14,11,45,22,29,32,21,9,11
ENSMUSG00000040594,78,127,212,182,230,250,287,278,138
ENSMUSG00000040596,17,16,61,48,22,41,10,49,21
ENSMUSG00000040599,452,612,833,705,915,929,620,943,709
ENSMUSG00000040600,0,0,0,0,1,0,0,0,0
ENSMUSG00000040601,0,0,0,0,0,0,0,0,0
ENSMUSG00000040605,112,18,54,23,169,26,57,7,12
ENSMUSG00000040606,200,405,550,356,655,389,263,380,308
ENSMUSG00000040610,45,5,8,2,9,6,6,7,5
ENSMUSG00000040612,0,1,6,0,44,6,0,0,0
ENSMUSG00000040613,40,110,478,264,269,387,121,87,103
ENSMUSG00000040614,0,0,0,0,0,0,0,0,0
ENSMUSG00000040616,18,23,131,73,62,65,29,3,21
ENSMUSG00000040618,1593,1237,1197,1121,1241,1238,1018,1166,1047
ENSMUSG00000040620,780,2352,2417,3178,2745,3277,1839,2787,2300
ENSMUSG00000040621,351,299,316,439,221,404,276,310,214
ENSMUSG00000040624,3,31,52,9,68,35,12,24,21
ENSMUSG00000040627,0,0,1,0,0,2,0,0,0
ENSMUSG00000040629,0,0,0,0,0,0,0,0,0
ENSMUSG00000040631,190,235,240,79,192,158,109,160,91
ENSMUSG00000040632,1,1,0,3,0,1,0,0,0
ENSMUSG00000040640,16,10,89,47,58,21,9,0,5
ENSMUSG00000040648,739,1163,1298,1936,1974,1904,1488,2219,1696
ENSMUSG00000040649,0,0,0,0,0,0,0,0,0
ENSMUSG00000040650,0,0,0,0,0,0,0,0,0
ENSMUSG00000040651,390,493,576,637,1035,663,330,786,638
ENSMUSG00000040652,1827,2048,2317,1739,2088,1968,1726,1671,1456
ENSMUSG00000040653,74,142,106,186,123,142,96,10,31
ENSMUSG00000040657,0,0,0,0,0,0,0,0,0
ENSMUSG00000040658,2475,1110,1085,1624,1390,1555,1420,1132,944
ENSMUSG00000040659,1058,1740,2913,1985,1831,2010,1768,1781,1655
ENSMUSG00000040660,0,0,0,0,0,0,0,0,0
ENSMUSG00000040661,253,1331,1347,1721,1881,1816,794,1438,1270
ENSMUSG00000040663,97,140,243,60,193,109,153,101,79
ENSMUSG00000040666,100,28,36,7,86,39,8,38,29
ENSMUSG00000040667,2470,3021,2777,3666,3285,3336,2635,3312,2639
ENSMUSG00000040669,207,681,626,630,966,877,588,908,674
ENSMUSG00000040675,981,2164,2097,2859,1621,2578,2384,2959,2375
ENSMUSG00000040680,0,7,4,1,1,11,2,0,7
ENSMUSG00000040681,15410,12612,12785,8990,13414,10363,11121,11958,10506
ENSMUSG00000040687,296,565,754,1075,859,1086,381,653,718
ENSMUSG00000040688,2292,1298,1362,1664,1861,1950,1422,1622,1281
ENSMUSG00000040690,9124,4129,4196,3639,5116,3569,3262,3615,2926
ENSMUSG00000040693,0,2,0,0,3,0,0,3,0
ENSMUSG00000040694,2,3,2,3,0,7,2,2,1
ENSMUSG00000040697,312,574,591,588,691,603,466,658,439
ENSMUSG00000040699,3092,3201,3437,2002,2490,2055,3686,4070,4065
ENSMUSG00000040701,1176,481,401,337,689,324,207,384,285
ENSMUSG00000040703,6,18,30,9,110,22,5,7,4
ENSMUSG00000040705,5,2,11,9,8,7,3,2,5
ENSMUSG00000040706,0,4,2,0,3,0,6,0,1
ENSMUSG00000040710,4,37,160,72,119,89,31,27,33
ENSMUSG00000040711,435,2372,3114,2395,3126,2690,2307,3058,2736
ENSMUSG00000040712,301,706,862,1040,863,1004,397,904,564
ENSMUSG00000040713,655,341,541,782,481,682,498,437,550
ENSMUSG00000040714,337,289,249,203,310,248,381,188,209
ENSMUSG00000040715,0,59,151,95,0,103,99,169,109
ENSMUSG00000040717,64,139,171,198,313,212,144,168,112
ENSMUSG00000040720,754,2214,2391,2502,3091,2840,1895,2697,2022
ENSMUSG00000040721,52,458,413,375,790,407,298,574,404
ENSMUSG00000040722,204,611,848,635,764,762,529,582,575
ENSMUSG00000040723,8,26,250,79,155,80,40,44,25
ENSMUSG00000040724,0,0,5,4,5,4,0,0,1
ENSMUSG00000040725,1536,4506,4531,4941,4917,5147,3636,4872,4414
ENSMUSG00000040726,0,0,0,0,0,0,0,0,0
ENSMUSG00000040728,2,0,0,15,2,7,0,7,0
ENSMUSG00000040729,46,193,179,202,103,248,163,124,109
ENSMUSG00000040731,12719,10673,11062,10019,10227,10634,9527,9424,8989
ENSMUSG00000040732,0,20,22,17,57,36,21,17,8
ENSMUSG00000040734,165,644,540,552,875,636,439,616,757
ENSMUSG00000040738,1164,1060,943,1123,1387,1053,902,1099,955
ENSMUSG00000040740,71,94,79,49,18,31,22,9,13
ENSMUSG00000040746,400,997,1011,1174,1064,1082,733,860,710
ENSMUSG00000040747,50,144,858,380,368,441,282,219,224
ENSMUSG00000040749,366,309,303,318,220,353,314,369,278
ENSMUSG00000040751,35,42,145,79,67,70,92,28,41
ENSMUSG00000040752,173,91,24,33,47,32,25,17,20
ENSMUSG00000040759,31,25,12,19,31,8,17,6,16
ENSMUSG00000040760,551,1268,1420,1521,1913,1882,1033,1485,990
ENSMUSG00000040761,129,2474,1876,2604,3428,2435,1445,2360,2724
ENSMUSG00000040767,1527,450,596,517,586,553,684,585,510
ENSMUSG00000040770,0,0,0,1,0,1,0,0,2
ENSMUSG00000040771,688,277,326,330,433,382,324,472,374
ENSMUSG00000040774,333,474,592,680,901,704,446,580,542
ENSMUSG00000040775,0,1,2,3,5,3,0,2,0
ENSMUSG00000040782,669,1216,985,1752,1630,1381,1452,2250,1496
ENSMUSG00000040785,1388,5827,6453,6067,9149,6769,4520,6843,5200
ENSMUSG00000040794,0,1,0,3,0,1,0,0,0
ENSMUSG00000040795,248,380,387,461,462,443,195,326,270
ENSMUSG00000040797,6,0,0,1,8,1,2,2,0
ENSMUSG00000040808,0,0,2,0,10,0,1,0,0
ENSMUSG00000040809,3,5,28,4,14,1,0,16,8
ENSMUSG00000040811,366,381,505,681,529,681,465,464,337
ENSMUSG00000040812,53,80,71,68,122,67,115,204,88
ENSMUSG00000040813,780,627,683,598,457,716,627,625,526
ENSMUSG00000040818,177,683,679,620,933,706,482,695,479
ENSMUSG00000040820,263,419,516,384,632,457,461,568,379
ENSMUSG00000040822,307,411,477,492,711,458,308,526,479
ENSMUSG00000040824,6599,2381,2978,3656,2336,3626,3525,3108,3062
ENSMUSG00000040828,6,25,14,23,46,24,30,12,18
ENSMUSG00000040829,36,93,216,78,467,268,55,22,21
ENSMUSG00000040836,325,556,540,758,755,883,521,714,524
ENSMUSG00000040838,0,92,78,497,2,610,0,224,259
ENSMUSG00000040840,0,44,48,79,100,100,31,51,41
ENSMUSG00000040841,224,381,361,362,503,384,388,452,329
ENSMUSG00000040842,2615,4949,5096,4221,4570,4918,4415,4325,4241
ENSMUSG00000040843,677,1122,910,1061,1081,933,1125,1591,1083
ENSMUSG00000040848,396,1283,1558,1265,1664,1402,1240,1665,1326
ENSMUSG00000040850,984,2473,2811,1938,2790,2120,2022,2530,2048
ENSMUSG00000040852,326,1282,1202,1351,1953,1560,1006,1222,1064
ENSMUSG00000040855,8,4,78,28,71,31,19,5,13
ENSMUSG00000040856,14,6,13,60,26,44,21,16,8
ENSMUSG00000040857,1022,1802,1779,1595,1730,1582,1575,1842,1656
ENSMUSG00000040859,491,965,990,1143,1254,1222,962,940,894
ENSMUSG00000040860,4204,2040,2337,1621,1402,1610,1602,1160,981
ENSMUSG00000040865,283,970,1165,1938,1742,1818,484,1570,1030
ENSMUSG00000040866,0,0,1,0,0,0,0,1,2
ENSMUSG00000040867,5,18,10,10,39,16,1,12,2
ENSMUSG00000040875,52,221,187,225,298,253,174,239,288
ENSMUSG00000040877,92,68,85,108,87,178,80,116,87
ENSMUSG00000040883,408,143,246,156,239,239,239,203,182
ENSMUSG00000040888,1911,696,692,898,875,842,776,860,797
ENSMUSG00000040891,9,1,4,1,9,0,0,0,7
ENSMUSG00000040896,0,0,0,0,0,0,0,0,4
ENSMUSG00000040899,0,0,3,0,0,0,0,0,0
ENSMUSG00000040901,8,9,7,10,2,26,0,0,0
ENSMUSG00000040904,147,98,88,98,78,89,107,82,74
ENSMUSG00000040907,8,35,198,43,116,75,23,38,28
ENSMUSG00000040913,166,122,249,84,429,140,207,214,129
ENSMUSG00000040918,120,280,173,315,207,381,235,355,267
ENSMUSG00000040919,0,7,6,1,3,2,0,5,0
ENSMUSG00000040928,580,1329,1404,1098,1669,1426,1111,1783,1509
ENSMUSG00000040929,102,294,272,716,422,613,180,516,352
ENSMUSG00000040935,0,0,0,0,0,1,0,0,0
ENSMUSG00000040936,63,284,143,107,144,227,232,156,247
ENSMUSG00000040938,0,7,8,2,6,15,0,1,3
ENSMUSG00000040940,1859,2289,2530,3243,3461,2830,1670,2708,1680
ENSMUSG00000040943,182,577,621,918,1535,1205,310,838,593
ENSMUSG00000040945,14294,20294,19781,19242,24289,21867,17484,17706,15379
ENSMUSG00000040950,82,160,1054,54,531,164,118,59,76
ENSMUSG00000040952,36486,10361,12768,13557,11472,14304,13282,13553,11545
ENSMUSG00000040957,812,786,728,434,584,452,890,874,736
ENSMUSG00000040963,4,2,25,7,3,2,0,2,0
ENSMUSG00000040964,1548,1371,1882,1110,1548,1296,1131,1274,1292
ENSMUSG00000040966,0,0,0,0,0,1,0,0,0
ENSMUSG00000040969,3,7,0,20,2,13,0,1,0
ENSMUSG00000040972,38,24,15,0,35,3,1,0,0
ENSMUSG00000040978,0,1,4,0,2,1,0,3,0
ENSMUSG00000040985,0,0,0,0,0,0,0,0,0
ENSMUSG00000040987,16,8,20,12,27,11,13,5,1
ENSMUSG00000040990,178,379,563,527,467,463,306,187,181
ENSMUSG00000040997,228,921,1031,753,1065,792,606,995,701
ENSMUSG00000040998,127,403,426,1254,938,1280,224,83,100
ENSMUSG00000041000,252,595,607,507,545,563,526,727,549
ENSMUSG00000041009,0,0,0,0,0,0,0,0,0
ENSMUSG00000041012,429,288,285,229,278,223,305,251,168
ENSMUSG00000041014,0,0,0,0,0,0,0,0,0
ENSMUSG00000041020,0,5,0,43,2,35,74,12,16
ENSMUSG00000041025,451,795,795,690,965,797,698,742,707
ENSMUSG00000041028,1769,3876,3995,3258,3590,3155,3271,4253,3116
ENSMUSG00000041035,708,257,254,357,319,302,347,299,238
ENSMUSG00000041037,249,503,539,906,739,927,529,701,661
ENSMUSG00000041040,611,1225,1324,1632,1538,1583,1023,1950,1523
ENSMUSG00000041044,0,0,0,0,0,0,0,0,0
ENSMUSG00000041046,27,22,47,39,68,37,24,9,8
ENSMUSG00000041052,0,0,0,0,1,0,0,0,0
ENSMUSG00000041057,3210,4695,4725,7482,6454,7355,4504,5744,4828
ENSMUSG00000041058,305,1052,1488,1515,1576,1418,770,926,794
ENSMUSG00000041062,10,2,6,5,6,8,2,6,2
ENSMUSG00000041064,254,422,533,507,513,531,323,718,346
ENSMUSG00000041068,0,0,0,0,0,0,0,0,0
ENSMUSG00000041073,87,60,60,52,28,42,148,21,19
ENSMUSG00000041075,550,1548,1480,1730,1982,1783,2042,2322,1915
ENSMUSG00000041078,0,0,0,0,0,0,0,0,0
ENSMUSG00000041079,484,332,351,264,284,238,240,256,223
ENSMUSG00000041084,2584,1848,1856,1584,2304,1800,2044,2029,1611
ENSMUSG00000041096,372,922,1070,1282,1002,1326,723,1029,929
ENSMUSG00000041112,17,93,216,175,129,180,89,61,43
ENSMUSG00000041115,159,502,621,775,581,644,583,637,421
ENSMUSG00000041117,368,851,883,1676,1242,1815,1044,1191,1014
ENSMUSG00000041119,88,62,105,5,72,21,45,7,19
ENSMUSG00000041120,378,497,646,469,848,632,1006,696,618
ENSMUSG00000041124,926,755,772,876,900,844,765,798,693
ENSMUSG00000041126,5454,1833,2047,1416,1540,1440,2192,1513,1613
ENSMUSG00000041130,982,2091,1989,2694,2305,2864,1979,2602,2124
ENSMUSG00000041132,121,107,109,134,107,101,71,82,77
ENSMUSG00000041133,2194,4142,3895,4281,3749,4211,3172,4182,3831
ENSMUSG00000041134,14,32,41,32,156,55,21,44,33
ENSMUSG00000041135,173,249,231,225,232,242,229,292,196
ENSMUSG00000041138,0,0,0,0,0,0,0,0,0
ENSMUSG00000041141,21,20,30,161,50,109,32,31,30
ENSMUSG00000041143,295,600,531,158,311,257,275,267,190
ENSMUSG00000041144,312,99,98,121,127,108,85,204,60
ENSMUSG00000041147,832,872,895,792,1075,918,588,834,955
ENSMUSG00000041153,226,440,459,472,431,480,334,343,315
ENSMUSG00000041161,150,200,225,178,235,203,167,233,190
ENSMUSG00000041164,811,2449,2655,2399,2381,2432,2167,2300,2138
ENSMUSG00000041165,2,2,1,2,3,0,1,2,0
ENSMUSG00000041168,5158,5928,5842,6085,6214,6677,5288,7964,6226
ENSMUSG00000041180,4,69,86,153,59,140,13,30,16
ENSMUSG00000041187,202,279,322,415,342,403,295,400,375
ENSMUSG00000041189,56,82,79,36,148,94,70,48,37
ENSMUSG00000041193,44,60,39,2,29,1,12,89,6
ENSMUSG00000041199,193,312,357,490,397,479,348,406,336
ENSMUSG00000041202,0,2,0,6,3,9,2,0,0
ENSMUSG00000041203,5961,1974,2012,1946,2245,1986,1941,1939,1733
ENSMUSG00000041205,19,21,32,35,40,34,39,40,18
ENSMUSG00000041215,438,2937,3041,3022,4149,3515,2095,3863,2872
ENSMUSG00000041216,0,0,0,0,16,0,0,0,0
ENSMUSG00000041219,756,1537,1729,2455,2075,2449,1303,2376,1896
ENSMUSG00000041220,640,1822,1826,2860,3625,3099,1941,3680,2584
ENSMUSG00000041225,335,605,829,1250,1406,1259,634,2109,1512
ENSMUSG00000041229,260,971,628,822,426,692,446,658,474
ENSMUSG00000041231,221,549,735,518,1143,776,539,605,419
ENSMUSG00000041235,681,728,773,563,1158,855,488,833,649
ENSMUSG00000041236,278,822,935,812,1306,1026,1133,951,747
ENSMUSG00000041237,0,3,2,4,26,2,19,2,2
ENSMUSG00000041238,747,1033,1150,678,1635,830,1295,1510,1131
ENSMUSG00000041241,663,1003,1077,1052,734,902,749,868,622
ENSMUSG00000041245,0,20,12,50,15,41,5,37,17
ENSMUSG00000041247,0,0,0,0,0,0,0,0,0
ENSMUSG00000041248,0,0,0,0,0,0,0,0,0
ENSMUSG00000041255,0,0,0,0,0,0,0,0,0
ENSMUSG00000041258,461,1292,1160,632,1351,812,527,2301,1664
ENSMUSG00000041261,0,1,0,2,14,3,0,1,0
ENSMUSG00000041263,368,484,475,467,545,531,416,530,418
ENSMUSG00000041264,1219,1812,1763,2807,2181,2668,1179,1685,1337
ENSMUSG00000041268,275,443,635,605,648,669,235,614,383
ENSMUSG00000041272,1,1,75,1,23,1,0,0,5
ENSMUSG00000041278,874,791,986,1105,953,912,953,1109,836
ENSMUSG00000041287,6,2,0,0,0,0,0,0,0
ENSMUSG00000041293,0,0,0,0,2,3,0,0,0
ENSMUSG00000041297,269,1085,1239,1067,1441,1245,1083,1278,927
ENSMUSG00000041298,217,419,409,385,484,396,325,460,429
ENSMUSG00000041301,0,0,0,0,0,0,0,0,0
ENSMUSG00000041303,444,929,1015,1196,1261,1336,930,1400,1146
ENSMUSG00000041308,198,1144,1299,1480,1872,1617,713,1595,1104
ENSMUSG00000041309,0,0,0,0,0,1,0,0,0
ENSMUSG00000041313,1060,2872,2819,4965,3547,4925,2102,3749,2762
ENSMUSG00000041319,448,452,482,387,471,391,532,514,481
ENSMUSG00000041323,0,2,5,4,18,3,2,2,12
ENSMUSG00000041324,25,38,40,56,26,28,13,21,36
ENSMUSG00000041328,501,700,1035,1268,1505,1377,687,1084,822
ENSMUSG00000041329,6,62,52,29,165,85,43,130,109
ENSMUSG00000041333,0,0,0,0,0,0,0,0,0
ENSMUSG00000041341,1065,954,940,1406,1297,1281,808,1307,871
ENSMUSG00000041343,18,54,64,75,46,50,32,41,126
ENSMUSG00000041346,898,404,400,434,435,409,323,418,361
ENSMUSG00000041347,44,90,72,45,27,38,50,76,56
ENSMUSG00000041351,596,932,1048,2239,1248,2043,752,160,145
ENSMUSG00000041353,214,176,181,154,155,129,153,147,143
ENSMUSG00000041354,401,949,1470,1029,1454,1285,1036,1284,975
ENSMUSG00000041355,5628,4680,5087,5110,5132,5347,5086,4781,4269
ENSMUSG00000041358,0,1,1,1,0,1,0,2,0
ENSMUSG00000041359,0,0,0,0,0,0,0,0,0
ENSMUSG00000041360,2177,1997,1944,3706,2545,3344,2483,2774,2149
ENSMUSG00000041361,51,248,211,156,157,175,168,106,108
ENSMUSG00000041362,403,820,985,1610,743,1427,963,758,774
ENSMUSG00000041372,0,0,1,11,6,4,0,1,0
ENSMUSG00000041375,1449,786,976,1182,913,1293,1085,1233,1056
ENSMUSG00000041377,1,0,0,1,0,0,1,1,1
ENSMUSG00000041378,61,6,10,17,47,42,25,29,23
ENSMUSG00000041380,0,0,0,0,0,0,0,0,0
ENSMUSG00000041390,477,908,1255,476,1019,585,535,714,619
ENSMUSG00000041396,74,70,83,93,105,129,118,119,107
ENSMUSG00000041399,0,0,0,1,0,0,0,0,0
ENSMUSG00000041406,447,654,704,976,1066,1016,791,1103,859
ENSMUSG00000041408,1137,1862,2126,2356,3043,2324,1349,2227,1700
ENSMUSG00000041415,803,1485,1512,1730,2455,1845,831,1953,1402
ENSMUSG00000041417,274,925,1205,987,1702,1240,759,959,776
ENSMUSG00000041420,226,320,309,235,364,282,286,400,284
ENSMUSG00000041423,7,2,1,4,56,18,0,2,4
ENSMUSG00000041426,313,460,445,488,736,541,442,544,626
ENSMUSG00000041429,431,163,186,264,166,226,318,319,257
ENSMUSG00000041431,1091,2700,2812,3562,3234,3638,2635,3079,2331
ENSMUSG00000041438,763,2120,2367,2471,3194,2779,1824,2320,1892
ENSMUSG00000041439,149,345,416,369,412,400,265,190,135
ENSMUSG00000041440,143,449,523,688,567,759,342,801,535
ENSMUSG00000041444,156,1018,870,1860,1164,1080,405,861,722
ENSMUSG00000041445,26,94,107,86,245,124,56,78,65
ENSMUSG00000041449,0,0,6,3,5,2,2,0,3
ENSMUSG00000041453,53218,23136,22712,25577,24293,23039,22011,23389,23157
ENSMUSG00000041459,7441,9468,9437,10865,12764,11003,8865,11570,9211
ENSMUSG00000041460,0,3,3,0,1,0,0,0,0
ENSMUSG00000041468,0,0,0,0,0,0,0,0,0
ENSMUSG00000041471,130,226,170,115,259,175,116,280,162
ENSMUSG00000041476,0,0,0,0,0,0,0,0,0
ENSMUSG00000041477,86,196,257,216,351,249,241,265,245
ENSMUSG00000041479,6,9,11,4,24,9,24,5,6
ENSMUSG00000041481,8,22,191,66,56,82,21,34,8
ENSMUSG00000041482,12,24,16,9,47,29,21,15,18
ENSMUSG00000041483,230,591,717,804,1138,849,482,1115,846
ENSMUSG00000041488,117,116,133,137,144,141,136,129,112
ENSMUSG00000041491,240,313,288,366,401,393,442,442,359
ENSMUSG00000041498,276,718,749,1114,867,1145,592,1451,1304
ENSMUSG00000041505,0,0,0,0,0,0,0,0,0
ENSMUSG00000041506,2777,1545,1525,2087,1347,2055,1334,1525,1424
ENSMUSG00000041512,0,0,0,0,0,0,0,0,0
ENSMUSG00000041515,65,112,546,265,266,270,114,100,83
ENSMUSG00000041523,1,2,1,2,2,4,4,0,0
ENSMUSG00000041528,229,723,765,755,1377,841,544,938,593
ENSMUSG00000041530,484,2254,2532,3423,3015,3264,1513,2486,1993
ENSMUSG00000041534,0,0,1,0,0,0,0,0,0
ENSMUSG00000041536,0,0,0,0,0,0,0,0,0
ENSMUSG00000041538,3,7,8,4,2,7,2,1,21
ENSMUSG00000041540,115,655,372,527,431,523,480,664,407
ENSMUSG00000041544,0,1,2,2,3,1,0,2,0
ENSMUSG00000041548,265,458,528,334,379,299,742,498,442
ENSMUSG00000041550,0,0,0,0,0,0,0,0,0
ENSMUSG00000041552,0,7,5,1,3,0,0,1,0
ENSMUSG00000041556,1908,876,1051,382,706,481,1058,685,599
ENSMUSG00000041559,26,32,163,318,1440,618,136,86,96
ENSMUSG00000041560,5162,2795,2766,3818,3202,2959,3063,2984,2775
ENSMUSG00000041565,0,0,0,0,0,0,0,0,0
ENSMUSG00000041566,0,11,16,6,12,9,12,16,11
ENSMUSG00000041567,0,0,0,0,0,0,0,0,0
ENSMUSG00000041570,288,940,1019,1341,1297,1323,856,1349,958
ENSMUSG00000041571,4879,2143,2327,2845,3570,2957,2955,2289,2324
ENSMUSG00000041577,48,221,382,748,1658,1055,126,360,274
ENSMUSG00000041578,4,0,1,1,0,0,0,1,2
ENSMUSG00000041583,0,0,0,0,0,0,0,0,0
ENSMUSG00000041592,47,524,354,124,114,166,196,402,88
ENSMUSG00000041594,82,199,237,301,457,286,211,200,226
ENSMUSG00000041596,0,0,0,0,0,0,0,0,0
ENSMUSG00000041598,3019,3637,3639,2663,4337,3416,2922,3778,3461
ENSMUSG00000041605,196,494,609,348,340,413,396,286,276
ENSMUSG00000041607,4,12,115,22,56,31,16,15,15
ENSMUSG00000041608,0,4,10,5,29,9,26,8,14
