symbol,IRRP1,IRRP2,IRRP3,RP1,RP2,RP3,V1,V2,V3
1700001J04Rik,0.0,0.0,0.188847,0.0,0.0,0.0,0.0,0.0,0.0
1700001J11Rik,0.0,0.066223,0.303474,0.0,0.0,0.0,0.0,0.0,0.157739
1700001K19Rik,0.0,0.0,0.0,0.139198,0.0,0.13384,0.0,0.0,0.234194
1700001L05Rik,0.0,0.397115,0.354827,0.141735,0.457446,0.2696159999999999,0.262968,0.578487,0.362645
1700001L19Rik,0.287044,0.098472,0.165169,0.112749,0.0,0.179577,0.211302,0.036348,0.043497
1700001N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001O22Rik,0.683348,0.34193,0.6770499999999999,0.651026,0.8825219999999999,0.20289,0.440499,0.632147,0.867281
1700001P01Rik,0.750596,0.0,0.161784,0.0,0.578431,0.450373,0.170534,0.0,0.0
1700003C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003D09Rik,0.0,0.0,0.0,0.0,0.042306,0.042804,0.0,0.041893,0.0
1700003E16Rik,0.708675,1.270512,1.012563,0.81772,0.397472,1.20479,1.105038,1.263526,1.010943
1700003E24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003F12Rik,1.552407,0.41801,0.554788,1.164874,0.403556,0.926439,0.285445,0.341572,0.775543
1700003G13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003G18Rik,0.0,0.0,0.0,0.0,0.081682,0.084271,0.0,0.373818,0.0
1700003H04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003I16Rik,0.0,0.526585,0.146158,0.26449,1.136374,0.255419,0.148918,0.128701,0.455797
1700003I22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003L19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003M07Rik,0.611155,1.857119,0.678254,1.198893,0.194721,1.000389,0.471702,1.044061,0.0
1700003N22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003P14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006F04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006H21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700006J14Rik,0.0,0.0,0.088605,0.232215,0.238406,0.180876,0.0,0.0,0.218277
1700006P03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700007E05Rik,0.82413,1.849236,0.664998,0.450448,1.03422,0.215181,0.398227,1.244931,1.173667
1700007F19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700007J10Rik,0.0,0.077839,0.0,0.0,0.0,0.064271,0.0,0.0,0.0
1700007K13Rik,0.800646,0.213834,0.766699,0.0,0.53531,0.0,0.20961,0.14898,0.0
1700007L15Rik,4.737883,3.897459,4.14908,1.895577,2.478,1.645578,5.110066,2.955398,3.910312
1700007M16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700007P06Rik,0.466338,0.15762,0.686672,0.821449,0.193963,1.011914,0.0,0.066984,0.454276
1700008A23Rik,0.0,0.158449,1.217811,0.415943,1.188763,0.414263,0.624793,0.138105,0.159068
1700008B11Rik,0.0,0.0,0.130106,0.11837,0.0,0.472828,0.0,0.0,0.133621
1700008C04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008H02Rik,0.090078,1.038326,1.042088,1.520212,1.000829,0.792325,0.20927,0.598269,0.947855
1700008J07Rik,0.291823,1.007098,0.688323,0.584192,1.102661,0.564495,0.440582,0.730502,0.333346
1700008K24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008N11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700008O03Rik,1.367212,0.237803,0.745028,0.5044029999999999,1.281509,0.225229,0.441275,0.468271,0.5672280000000001
1700008P02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700009C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700009J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700009N14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010B08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010B13Rik,0.0,0.051811,0.193454,0.045183,0.127896,0.128676,0.050228,0.129053,0.10363
1700010D01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010G06Rik,0.099367,0.0,0.583864,0.0,0.126523,0.0,0.152992,0.0,0.150557
1700010H22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010I02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010I14Rik,0.700002,1.887077,1.887152,2.816179,1.648869,2.37326,1.976112,2.4893810000000003,2.692829
1700010J16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010K23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010K24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010L04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700010N08Rik,0.0,0.0,0.0,0.0,0.190553,0.0,0.0,0.0,0.0
1700011B04Rik,0.0,0.0,0.0,0.08712,0.0,0.0,0.0,0.0,0.0
1700011C11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011D18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011L03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011L22Rik,0.0,0.0,0.079996,0.072856,0.0,0.0,0.0,0.0,0.0
1700011M02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012A03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012B07Rik,0.0,0.0,0.211768,0.0,0.0,0.0,0.0,0.061582,0.0
1700012B09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012C08Rik,3.549017,0.0,0.487732,0.0,0.0,0.0,0.0,0.0,0.0
1700012C14Rik,0.0,0.0,0.0,0.0,0.0,0.36805,0.0,0.0,0.0
1700012D14Rik,2.120274,2.638984,3.391429,2.29573,5.903649,2.568558,1.758314,2.409396,2.685734
1700012D16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012E03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012I11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012J15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012J22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700012P22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013A02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013D24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013F07Rik,0.3857,0.963867,1.677172,3.244635,1.133948,1.732903,1.304924,1.456962,2.627662
1700013G24Rik,0.0,0.0,0.0,0.059415,0.0,0.0,0.0,0.0,0.0
1700013H16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013M08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013N06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700014D04Rik,0.0,0.039499,0.107174,0.0,0.0,0.0,0.019179,0.092716,0.039621
1700014F14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700014L14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015C17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015F17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015G11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015H07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700015I17Rik,0.669057,0.829821,0.524241,0.807201,0.498859,0.454479,0.577687,0.578552,0.431113
1700015O11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016A09Rik,0.120438,0.271414,0.152233,0.0,0.0,0.336616,0.0,0.0,0.678021
1700016B01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016B15Rik,0.0,0.0,0.0,0.096267,0.356516,0.379931,0.246118,0.0,0.35653
1700016C15Rik,0.0,0.283522,0.0,0.0,0.0,0.0,0.0,0.625597,0.0
1700016D06Rik,0.0,0.0,0.0,0.157756,0.0,0.0,0.0,0.100038,0.181492
1700016D08Rik,0.0,0.698662,0.0,0.0,0.613103,0.0,0.0,0.0,0.0
1700016F12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016G22Rik,0.534769,0.265245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016H03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016H13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016J18Rik,4.753057,0.0,1.470959,0.0,0.0,0.0,0.0,0.0,0.0
1700016K05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016K19Rik,1.262943,0.504307,0.862869,0.619728,1.369884,0.89824,1.319001,0.300556,0.0
1700016L21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016P03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017B05Rik,9.088799000000002,13.433702,15.361026999999998,10.469558,11.992966,10.203422,5.941214,10.608139,8.645233
1700017D01Rik,0.0,0.0,0.061318,0.0,0.0,0.0,0.0,0.0,0.0
1700017G19Rik,0.0,0.0,0.031839,0.0,0.02807,0.055069,0.0,0.0,0.0
1700017I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017L05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017M07Rik,0.0,0.0,0.0,0.0,0.315599,0.077381,0.0,0.0,0.0
1700017N19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018A04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018A14Rik,0.0,0.278096,0.24696,0.0,0.0,0.0,0.0,0.0,0.0
1700018A23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.455215,0.0,0.0
1700018B08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129775,0.0
1700018B24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018F24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018G05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700018L02Rik,0.118004,0.710301,0.655299,1.020359,1.117135,1.180658,0.550988,0.761482,1.070284
1700018M17Rik,0.0,0.0,0.0,0.0,0.0,0.156305,0.0,0.331273,0.0
1700018P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019A02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019A23Rik,0.0,0.0,0.0,0.0,0.0,0.0,8.56934,0.0,0.0
1700019C18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019D03Rik,0.0,0.1267,0.098555,1.239478,2.001376,1.172215,0.173652,0.064263,0.052688
1700019E08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019F05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019G24Rik,0.175019,0.265245,0.76243,1.155798,0.0,0.0,0.0,0.0,0.0
1700019J19Rik,0.0,0.0,0.0,0.0,0.0,0.040888,0.0,0.0,0.0
1700019L13Rik,0.0,0.1664129999999999,0.056752,0.128295,0.071858,0.0742739999999999,0.0,0.090029,0.01915
1700019M22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019N19Rik,0.0,0.0,0.0,0.279,0.264595,0.270927,0.0,0.0,0.0
1700019P21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020A23Rik,0.0,1.082779,0.283821,0.0,0.0,0.0,0.0,0.0,0.526739
1700020D05Rik,0.0,0.391044,0.147105,0.951564,1.063669,0.917684,0.304898,1.374125,0.700452
1700020D12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020G03Rik,0.0,0.178729,0.0,0.074349,0.0,0.06886,0.0,0.0,0.0
1700020G17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271032,0.0
1700020I14Rik,10.694415,30.355248000000003,32.781124,42.202348,43.560454,38.929322,29.297985,39.262181,38.660103
1700020L24Rik,2.70608,1.180691,1.212782,0.176801,0.588291,1.1615829999999998,0.471537,0.0,0.107762
1700020M21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020N01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020N18Rik,0.0,0.212278,0.200283,0.0,0.0,0.0,0.0,0.0,0.0
1700021A07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021F02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021F05Rik,39.626339,32.887896999999995,26.328285,29.310478,21.789137,25.222907,34.839219,28.250174,36.7009
1700021F07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021F13Rik,0.0,0.0,0.0,0.0,0.259524,0.0,0.0,0.0,0.0
1700021G15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021J08Rik,0.0,0.883139,1.469647,0.615033,0.307127,1.023448,0.343116,0.0,1.0232
1700021L23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700021N21Rik,0.496561,0.0,0.0,0.0,0.079041,0.0,0.0,0.0,0.0
1700021P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022A21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022A22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022E09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022H01Rik,0.0,0.0,0.0,0.424926,0.0,0.0,0.0,0.0,0.0
1700022H16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022I11Rik,0.323903,0.174551,0.083282,0.0,0.21226,0.101235,0.0,0.029045,0.053851
1700022N22Rik,0.0,0.416397,0.521444,0.241661,0.232481,0.353038,0.134681,0.477045,0.274472
1700023C21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023F02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023F06Rik,0.994719,0.998566,0.5606,1.3629559999999998,0.290156,0.8352060000000001,0.177354,0.97396,0.922982
1700023G09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023H06Rik,0.0,0.092831,0.0,0.401322,0.150763,0.0,0.0,0.160009,0.0
1700024B05Rik,0.379431,0.722491,0.826519,0.498354,2.476012,1.075262,0.056076,2.119741,1.094178
1700024B18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700024G13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700024I08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700024J04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.302545,0.084886,0.0
