symbol,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
Rpl7a-ps12,1,0,2,0,3,6,1,1,0,3,1,1
Gm6472,3,4,0,3,0,0,11,0,10,4,6,0
Gm26035,0,0,0,0,0,0,0,0,0,0,0,0
Usp51,0,0,0,0,0,0,0,0,0,0,0,0
Mageh1,7,12,8,2,4,4,10,1,7,3,0,0
9530051G07Rik,0,0,0,0,0,0,1,0,0,0,0,0
Gm5396,0,0,0,0,1,0,0,0,0,0,0,0
Gm26960,0,0,0,0,0,0,0,0,0,0,0,0
Foxr2,0,0,0,0,0,0,0,0,0,0,0,0
Rragb,40,17,13,24,37,18,8,12,6,51,52,16
Gm15153,0,0,0,0,0,0,0,0,0,0,0,0
Klf8,106,47,112,49,109,195,107,174,77,56,135,28
Gm7150,0,0,1,0,0,0,0,0,0,1,0,0
Ubqln2,1652,1315,1512,1442,1531,1353,1306,1072,1211,1551,1697,1399
Gm15166,0,0,0,0,0,0,0,0,0,0,0,0
Cypt3,0,0,0,0,0,0,0,0,0,0,0,0
Gm25793,0,0,0,0,0,0,0,0,0,0,0,0
Gm8534,0,0,0,0,0,0,0,0,0,0,0,0
Kctd12b,590,92,113,108,476,121,164,103,96,647,826,89
Gm45022,5,4,2,3,11,3,4,0,4,1,6,3
Nbdy,265,277,188,239,252,258,241,139,206,448,489,307
Smt3h1-ps,0,0,0,0,0,0,0,0,0,0,0,0
Spin2c,0,0,0,0,0,5,0,0,0,0,0,3
Gm25895,0,0,0,0,0,0,0,0,0,0,0,0
Samt1,0,0,0,0,0,0,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm10057,0,0,0,0,0,0,0,0,0,0,0,0
Gm15143,0,0,0,0,0,0,0,0,0,0,0,0
Gm5947,0,0,0,0,0,0,0,0,0,0,0,0
Gm15140,0,0,0,0,0,0,0,0,0,0,0,0
Gm5645,0,0,0,0,0,0,0,0,0,0,0,0
Gm16445,0,0,0,0,0,0,0,0,0,0,0,0
Gm6620,0,0,0,0,0,0,0,0,0,0,0,0
Gm15147,0,0,0,0,0,0,0,0,0,0,0,0
Gm5060,0,0,0,0,0,0,0,0,1,0,0,0
Gm15141,0,0,0,0,0,0,0,0,0,0,0,0
4930524N10Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm5646,0,0,0,0,0,0,0,0,0,0,0,0
Gm8569,0,0,0,0,0,0,0,0,0,0,0,0
Samt4,0,0,0,0,0,0,0,0,0,0,0,0
Samt2,0,0,0,0,0,0,0,0,0,0,0,0
Gm15142,0,0,0,0,0,0,0,0,0,0,0,0
Gm22359,0,0,0,0,0,0,0,0,0,0,0,0
Gm8577,0,0,0,0,0,0,0,0,0,0,0,0
Cldn34b1,0,0,0,0,0,0,0,0,0,0,0,0
Magea6,0,0,0,0,0,0,0,0,0,0,0,0
Magea3,0,0,0,0,0,0,0,0,0,0,0,0
Gm6645,0,0,0,0,0,2,0,0,0,0,0,0
Gm25257,0,0,0,0,0,0,0,0,0,0,0,0
Magea8,0,0,0,0,0,0,0,0,0,0,0,0
Magea2,0,0,0,0,0,0,0,0,0,0,0,0
Gm24268,0,0,0,0,0,0,0,0,0,0,0,0
Magea5,0,0,0,0,0,0,0,0,0,0,0,0
Magea1,0,0,0,0,0,0,0,0,0,0,0,0
Cldn34b2,0,0,0,0,0,0,0,0,0,0,0,0
Gm25429,0,0,0,0,0,0,0,0,0,0,0,0
Gm4997,0,0,1,0,0,0,0,0,0,0,0,0
Amd-ps1,0,0,0,0,0,0,0,0,0,1,0,0
Gm8595,0,0,0,0,0,0,0,0,0,0,0,0
Gm15157,0,0,0,0,3,0,0,0,0,0,0,0
Sat1,5638,3505,3457,3639,6138,4223,4894,3106,3455,7773,8400,3763
Gm15159,0,0,0,0,0,0,0,0,0,0,0,0
Acot9,1265,1087,1228,1297,1338,1370,1445,1111,1352,1170,1469,1467
Gm650,0,0,0,0,0,0,0,0,0,0,0,0
Prdx4,2678,1225,1516,1779,2679,1282,1519,1395,1685,1925,2434,1461
Gm15158,0,0,0,0,0,0,0,0,0,0,0,0
Gm8606,0,0,0,1,0,0,0,0,1,0,0,1
n-R5s16,0,0,0,0,0,0,0,0,0,0,0,0
Ptchd1,39,4,0,12,43,7,17,1,6,0,4,7
Gm15156,1,0,0,0,5,0,2,0,0,1,0,0
Gm15155,0,0,0,0,0,0,0,0,0,0,0,0
Gm15160,0,0,0,0,0,0,0,0,0,0,0,0
Gm23404,0,0,0,0,0,0,0,0,0,0,0,0
4930503H13Rik,0,0,1,0,0,0,0,0,0,0,0,0
Gm7312,1,0,0,3,1,1,3,2,0,3,0,0
Gm15162,0,0,0,0,0,0,0,0,0,0,0,0
Gm15163,0,0,0,0,0,0,0,0,0,0,0,0
Gm22666,0,0,0,0,0,0,0,0,0,0,0,0
Phex,0,0,0,0,4,3,0,4,0,0,0,2
Gm23798,0,0,0,0,0,0,0,0,0,0,0,0
Gm25795,0,0,0,0,0,0,0,0,0,0,0,0
Gm15172,0,0,0,0,0,0,0,0,0,0,0,0
Gm1947,1,3,0,0,1,1,6,4,3,1,0,0
Gm24281,0,0,0,0,0,0,0,0,0,0,0,0
Sms,1802,768,1097,1107,1946,1293,1312,1015,1159,1016,1124,1024
Mbtps2,1209,927,1076,1141,1211,1044,855,910,874,1251,1426,903
Gm6568,0,0,0,0,1,0,0,0,0,0,0,0
Yy2,128,0,54,84,89,72,77,62,60,130,86,0
Gm15176,0,0,0,0,0,0,0,0,0,0,0,0
Gm15175,0,0,0,0,0,0,0,0,0,0,0,0
Gm15173,0,0,0,0,0,0,0,0,0,0,0,0
Gm23381,0,0,0,0,0,0,0,0,0,0,0,0
Gm8644,0,0,0,0,1,0,0,0,0,0,0,0
Gm15171,0,0,0,0,0,0,0,0,0,0,0,0
Gm8648,1,0,0,0,1,4,3,0,3,4,0,1
Smpx,0,0,0,0,0,0,0,0,0,0,0,0
Gm15169,0,0,0,0,0,0,0,0,0,0,0,0
Klhl34,0,0,0,0,0,0,0,0,0,0,0,0
Cnksr2,0,0,0,0,0,6,0,1,0,0,0,5
Gm8659,0,0,0,0,0,0,0,0,0,0,0,0
Gm15170,0,0,0,0,0,0,0,0,0,0,0,0
Gm8662,0,1,0,0,0,0,0,1,0,1,0,1
Gm15177,0,0,0,0,0,0,0,0,0,0,0,0
Gm22522,0,0,0,0,0,0,0,0,0,0,0,0
Gm15168,0,0,0,0,0,0,0,0,0,0,0,0
Gm5764,0,0,0,0,0,0,0,0,0,0,0,0
Gm15185,0,0,0,0,0,0,0,0,0,0,0,0
Gm15188,0,0,0,0,0,0,0,0,0,0,0,0
Gm15189,0,0,0,0,0,0,0,0,0,0,0,0
Rps6ka3,4839,2078,2245,2617,4242,3365,2849,2509,2728,4434,5847,2284
Eif1ax,2173,1967,2666,3359,2111,2552,2688,2512,2843,1367,1166,2486
Gm15187,0,0,0,0,0,0,0,0,0,0,0,0
Map7d2,0,0,0,1,0,3,0,0,0,0,0,0
Gm23806,0,0,0,0,0,0,0,0,0,0,0,0
Bclaf3,243,248,238,197,290,267,335,162,207,198,356,205
Gm15190,1,0,0,0,0,2,0,0,0,6,0,0
Gm15186,0,0,0,2,0,0,0,0,0,1,0,0
Sh3kbp1,3315,3129,2924,3378,3249,2613,3217,2398,2948,2956,2802,3224
Map3k15,140,131,140,99,135,138,124,97,97,165,181,131
Gm15194,0,0,0,0,0,0,0,0,0,0,0,0
Gm8682,0,0,0,1,0,0,0,0,0,0,0,0
Pdha1,2844,3069,2829,3096,2671,3295,3327,2474,3138,2948,3470,3405
Gm15195,0,0,0,0,0,0,0,0,0,0,0,0
Gm15192,0,0,0,0,0,0,0,0,0,0,0,0
Gm15196,0,0,0,0,0,0,0,0,0,0,0,0
Gm15193,0,0,0,0,0,0,0,0,0,0,0,0
Adgrg2,6,0,1,0,0,1,10,1,8,0,0,0
Gm15241,0,0,0,0,0,0,0,0,0,0,0,0
Phka2,3179,962,1391,1284,2775,1524,1172,799,979,2311,2573,964
Gm15243,0,0,0,0,0,0,0,0,0,0,0,0
Ppef1,0,3,0,0,3,2,1,0,0,0,0,5
Gm15242,0,0,0,0,0,0,0,0,0,0,0,0
Gm15244,0,0,0,0,0,0,0,0,0,0,0,0
Rs1,0,0,0,0,0,0,0,0,0,0,0,0
Cdkl5,10,3,24,0,22,14,31,2,4,13,23,13
Gja6,0,0,0,0,0,0,0,5,0,0,8,0
Scml2,27,0,12,15,27,11,52,11,4,12,15,6
Gm5419,0,0,0,0,0,0,0,0,0,0,0,0
Gm15262,0,0,0,0,0,0,0,0,0,0,0,0
Prkaca-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Rai2,2,0,0,0,0,0,0,0,0,0,0,0
Scml1,0,0,0,0,0,0,0,0,0,0,0,0
Gm15205,0,0,0,0,0,0,0,0,0,0,0,0
Nhs,0,170,239,279,0,162,113,181,174,0,0,156
Gm15202,0,0,8,8,0,0,7,2,7,0,0,8
Gm26317,0,0,0,0,0,0,0,0,0,0,0,0
Gm23794,0,0,0,0,0,0,0,0,0,0,0,0
Gm27490,0,0,0,0,0,0,0,0,0,0,0,0
Gm23867,0,0,0,0,0,0,0,0,0,0,0,0
Gm15204,0,0,0,0,0,0,0,0,0,0,0,0
Reps2,349,22,55,31,371,38,39,25,48,383,608,20
Gm7331,0,0,0,0,0,1,0,2,0,6,0,0
Gm15206,0,0,0,0,0,0,0,0,0,0,0,0
Gm15203,0,0,0,0,0,0,0,0,0,0,0,0
Gm22257,0,0,0,0,0,0,0,0,0,0,0,0
Gm25557,0,0,0,0,0,0,0,0,0,0,0,0
Gm8737,0,0,0,0,0,0,0,0,0,0,0,0
Gm15201,0,1,0,1,0,0,1,0,0,0,0,4
Gm23786,0,0,0,0,0,0,0,0,0,0,0,0
Gm23786,0,0,0,0,0,0,0,0,0,0,0,0
Rbbp7,5523,2612,3109,3175,5625,3284,3616,2936,3159,3739,4007,2811
Txlng,229,430,318,334,281,392,305,248,257,286,370,384
Gm16459,0,0,0,0,0,0,1,0,0,0,0,0
Gm15207,0,0,0,0,0,0,0,0,0,0,0,0
Gm23901,0,0,0,0,0,0,0,0,0,0,0,0
Syap1,1638,1325,1422,1504,1584,1541,1423,1171,1386,1443,1921,1426
Mir3473a,0,0,0,0,0,0,0,0,0,0,0,0
Gm15209,0,0,0,0,0,0,0,0,0,1,0,0
Ctps2,1855,1563,1349,1638,1815,1652,1569,1197,1222,1810,2256,1579
S100g,0,0,0,0,0,0,0,0,0,0,0,0
Gm23501,0,0,0,0,0,0,0,0,0,0,0,0
Gm22746,0,0,0,0,0,0,0,0,0,0,0,0
Gm15215,0,0,0,0,0,0,0,0,0,0,0,0
Gm15212,0,0,0,0,0,0,0,0,0,0,0,0
Gm15214,0,0,0,0,0,0,0,0,0,0,0,0
Gm26007,0,0,0,0,0,0,0,0,0,0,0,0
Gm7199,0,0,0,0,0,0,0,0,0,0,1,0
Grpr,0,0,0,0,0,3,3,5,0,0,0,0
Rnf138rt1,0,0,0,0,0,0,0,0,0,0,0,0
Gm15213,0,0,0,0,0,0,0,0,0,0,0,0
Ap1s2,3087,2600,2258,2286,2891,2132,1940,1249,1469,3638,4744,2630
Zrsr2,635,480,663,816,436,528,659,443,686,669,853,568
Car5b,525,255,231,273,446,336,375,205,288,279,384,323
Siah1b,148,72,115,90,165,83,112,96,84,97,135,79
Cltrn,0,3,0,0,0,1,0,1,0,0,0,0
n-R5s18,0,0,0,0,0,0,0,0,0,0,0,0
Ace2,0,0,0,0,0,0,0,0,0,0,0,0
Bmx,68,28,29,28,55,61,99,30,43,156,143,30
Gm25367,0,0,0,0,0,0,0,0,0,0,0,0
Pir,453,375,446,496,417,479,483,337,395,439,409,484
Gm22023,0,0,0,0,0,0,0,0,0,0,0,0
Vegfd,7,9,9,11,6,7,7,4,1,2,14,2
Piga,382,447,413,451,338,494,517,407,435,264,340,330
Asb11,2,17,6,24,1,3,4,10,1,0,0,17
Gm15211,0,0,0,0,0,0,0,0,0,0,0,0
Asb9,0,0,0,0,0,0,0,0,0,0,0,0
Gm15216,0,0,0,0,0,0,0,0,0,0,0,0
Mospd2,2132,1843,1733,1523,2036,2106,2198,1603,1877,2142,3193,1887
Fancb,186,52,123,83,220,70,169,95,98,122,51,76
Gm17604,0,0,0,0,0,0,0,0,0,0,0,0
Glra2,0,0,0,0,0,0,0,0,0,0,0,0
Gm15236,0,0,0,0,0,0,0,0,0,0,0,0
Gm22062,0,0,0,0,0,0,0,0,0,0,0,0
Gm15224,0,0,0,0,0,0,0,0,0,0,0,0
Gm15225,0,0,0,0,0,0,0,0,0,0,0,0
Gemin8,101,38,60,41,108,73,62,85,28,101,74,52
Gm15227,0,0,0,0,0,0,0,0,0,0,0,0
Gpm6b,7,6,15,14,20,31,12,7,8,15,10,25
Ofd1,284,276,236,235,250,271,266,200,276,280,417,267
Trappc2,308,440,474,571,338,436,394,385,437,336,288,450
Rab9,695,667,616,636,758,588,591,550,506,734,907,730
Gm15229,0,0,0,0,0,0,0,0,0,0,0,0
Gm15223,0,0,0,0,0,0,0,0,1,0,0,0
Tceanc,39,44,39,81,64,41,69,38,64,95,119,58
Egfl6,1,1,0,0,0,0,0,0,0,0,0,0
Gm15226,0,0,0,0,0,0,0,0,0,0,0,0
Gm1720,0,91,108,96,0,112,101,44,62,2,0,87
Rpl7a-ps11,0,0,0,0,0,0,0,0,0,0,0,0
Gm15230,0,0,0,0,0,0,0,0,0,0,0,0
Gm15231,0,0,0,0,0,0,0,0,0,0,0,0
Gm44376,0,0,0,0,0,0,0,0,0,0,0,0
Gm22368,0,0,0,0,0,0,0,0,0,0,0,0
Gm8814,0,0,0,0,0,0,0,0,0,0,1,0
Gm8817,0,5,2,2,2,9,0,6,1,0,0,0
Gm15232,11,13,16,27,14,3,26,15,18,5,0,19
Gm15228,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb4x,112931,178570,245043,258750,127325,179293,199372,197460,233685,86366,97805,207933
Tlr8,1895,1445,1468,1482,1964,1741,1618,1060,1744,2395,2514,1430
Tlr7,4269,2353,2029,1785,3894,3338,3352,2435,3139,3396,4215,2288
Prps2,1137,547,646,654,916,881,848,564,584,954,902,805
Gm15239,0,0,0,0,0,0,0,0,0,0,0,0
Gm26368,0,0,0,0,0,0,0,0,0,0,0,0
Gm6744,0,0,0,0,0,0,0,0,0,0,0,0
Frmpd4,0,0,0,0,0,0,0,0,4,0,0,0
Gm15238,0,0,0,0,0,0,0,0,0,0,0,0
Gm24772,0,0,0,0,0,0,0,0,0,0,0,0
Gm15240,0,0,0,0,0,0,0,0,0,0,0,0
Gm15237,0,0,0,0,0,0,0,0,0,0,0,0
Gm8832,0,0,0,0,0,0,0,0,0,0,0,0
Gm7209,0,0,0,0,0,0,0,0,0,0,0,0
Gm23197,0,0,0,0,0,0,0,0,0,0,0,0
Msl3,1244,724,700,753,1206,808,768,611,728,987,1101,838
Gm15233,0,0,0,0,0,0,0,0,0,0,0,0
Arhgap6,381,80,75,48,362,136,76,68,98,234,352,130
Gm15261,0,0,0,0,1,0,0,0,0,0,0,0
Amelx,0,0,0,0,0,0,0,0,0,0,0,0
Hccs,764,792,810,811,738,825,896,756,737,701,1032,769
Gm27980,0,0,0,0,0,0,0,0,0,0,0,0
Gm15246,5,0,0,3,5,0,2,7,1,15,14,0
BC022960,28,3,10,4,31,18,11,12,7,60,31,2
Gm15245,0,0,0,0,0,0,0,0,0,0,0,0
Mid1,112,116,91,63,144,180,157,78,114,88,146,160
Gm25651,0,0,0,0,0,0,0,0,0,0,0,0
4933400A11Rik,0,0,0,0,0,0,0,0,0,0,0,0
G530011O06Rik,35,16,16,3,47,31,23,63,33,26,1,13
Gm15726,2,0,0,1,1,5,12,7,5,0,10,3
Gm15247,0,3,4,0,9,2,3,2,7,4,0,1
Gm21887,170,119,150,89,175,178,226,88,134,152,110,116
Asmt,0,0,0,0,0,0,0,0,0,0,0,0
Gm15069,0,0,0,0,0,0,0,0,0,0,0,0
Gm15068,0,0,0,0,0,0,0,0,0,0,0,0
Gm28002,0,0,0,0,0,0,0,0,0,0,0,0
Gm27460,0,0,0,0,0,0,0,0,0,0,0,0
Gm37338,0,0,0,0,0,0,0,0,0,0,0,0
Gm8747,0,0,0,0,0,0,0,0,0,0,0,0
Hnf4g,0,0,0,0,0,0,0,0,0,0,0,0
Gm37000,0,0,0,0,0,0,0,0,0,0,0,0
Gm23237,0,0,0,0,0,0,0,0,0,0,0,0
Rps24-ps2,0,0,0,0,0,0,0,0,0,0,1,0
Gm2071,0,0,0,0,0,0,0,0,0,0,0,0
Gm2077,0,0,0,0,0,0,0,0,0,0,0,0
Gm8775,0,0,0,1,0,0,0,0,0,0,0,0
Gm23976,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s194,0,0,0,0,0,0,0,0,0,0,0,0
Gm34023,0,0,0,0,0,0,0,0,0,0,0,0
Gm38131,0,0,0,0,0,0,0,0,0,0,0,0
Gm37029,0,0,0,0,0,0,0,0,0,0,0,0
Gm22944,0,0,0,0,0,0,0,0,0,0,0,0
Gm37763,0,0,0,0,0,0,0,0,0,0,0,0
Gm37801,0,0,0,0,0,0,0,0,0,0,0,0
1110015O18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm6140,0,0,0,0,0,0,0,0,0,0,0,0
Gm17308,0,0,0,0,0,0,0,0,0,0,0,0
2700069I18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm10748,0,0,0,0,0,0,0,0,0,0,0,0
Zfhx4,3,2,0,0,0,6,0,3,23,6,7,5
4930555M17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Pex2,1017,1149,1326,1316,1056,1133,1310,977,1177,1116,1400,1249
Gm8797,7,19,15,22,8,4,10,17,8,15,19,15
Gm37350,0,0,0,0,0,0,0,0,0,0,0,0
Gm25352,0,0,0,0,0,0,0,0,0,0,0,0
Gm25144,0,0,0,0,0,0,0,0,0,0,0,0
Gm17934,0,0,0,0,0,0,0,0,0,0,0,0
Gm6162,0,0,0,0,0,0,0,0,0,0,0,0
Gm38298,0,0,0,0,0,0,0,0,0,0,0,0
Gm23147,0,0,0,0,0,0,0,0,0,0,0,0
Gm18658,0,0,0,0,0,0,0,0,0,0,0,0
Gm5272,0,0,0,0,0,0,0,0,1,0,0,0
Gm38291,0,0,0,0,0,0,0,0,0,0,0,0
1700008P02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr289-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm22074,0,0,0,0,0,0,0,0,0,0,0,0
Gm8823,0,0,0,0,0,0,0,0,0,0,0,0
Pkia,0,3,0,0,2,7,2,3,0,41,0,0
Gm37918,0,0,0,0,0,0,0,0,0,0,0,0
Gm8826,0,0,0,0,0,0,0,0,0,0,0,0
Gm23592,0,0,0,0,0,0,0,0,0,0,0,0
Zc2hc1a,283,174,158,207,324,263,277,125,194,251,270,180
Il7,7,11,5,16,6,7,9,9,12,20,27,24
Gm16685,0,29,16,14,3,11,21,6,16,0,0,27
Gm29747,0,0,0,0,0,0,0,0,0,0,0,0
1700010I02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm7103,0,0,0,0,0,0,0,0,0,0,0,0
Gm5841,0,0,0,0,1,0,0,0,0,0,0,0
Gm24614,0,0,0,0,0,0,0,0,0,0,0,0
1700003N22Rik,0,0,0,0,0,0,0,0,0,0,0,0
Stmn2,0,0,0,0,0,1,0,0,0,0,0,0
Gm18822,0,0,0,0,0,0,0,0,0,0,0,0
Gm32496,1,2,7,9,0,5,16,8,7,1,6,12
Hey1,1,0,4,3,0,2,4,0,0,6,0,0
Gm38007,0,0,0,0,0,0,0,0,0,0,0,0
Gm23670,0,0,0,0,0,0,0,0,0,0,0,0
C230057A21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm37647,0,0,0,0,0,0,0,0,0,0,0,0
Mrps28,544,648,763,743,632,644,698,554,647,459,421,838
Gm15467,0,0,0,0,0,0,0,1,1,0,0,0
Gm15466,1,0,0,0,0,0,0,1,1,2,2,1
Tpd52,8584,5959,6214,7045,8186,8097,8027,6701,7543,6281,7186,6980
Gm37616,0,0,0,0,0,0,0,0,0,0,0,0
4930539M17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm8860,0,0,1,0,1,0,0,1,0,0,0,0
Zbtb10,25,12,7,23,11,32,15,16,17,16,11,26
Gm22604,0,0,0,0,0,0,0,0,0,0,0,0
C030034L19Rik,47,28,23,17,92,116,52,45,35,24,23,68
Zfp704,599,274,364,394,563,247,263,197,261,859,1050,304
Gm38001,0,0,0,0,0,0,0,0,0,0,0,0
Gm17806,0,0,0,0,0,0,0,0,0,0,0,0
Pag1,973,1673,1144,1187,817,1842,1717,986,1155,1181,1584,1675
Gm16337,0,0,0,0,0,0,0,0,0,0,0,0
Gm24786,0,0,0,0,0,0,0,0,0,0,0,0
Gm6236,0,0,0,0,0,0,0,0,0,0,0,0
Gm17877,0,0,0,0,0,0,0,0,0,0,0,0
Fabp5,8117,4744,7886,8110,8729,8425,9348,8574,9690,7623,6122,5466
Gm38335,15,3,8,18,10,30,22,19,20,31,30,15
Gm9833,0,0,0,0,0,0,0,0,0,0,0,0
Gm37308,0,0,0,0,0,0,0,0,0,0,0,0
Pmp2,0,0,0,0,0,0,0,0,0,0,0,0
Gm37389,0,0,0,0,0,0,0,0,0,0,0,0
Fabp9,0,0,0,0,0,0,0,0,5,0,0,0
Fabp4,497,315,96,97,364,753,599,230,344,201,200,343
4632432E15Rik,0,4,0,0,1,0,1,3,3,5,0,6
Gm37421,0,0,0,0,0,0,0,0,0,0,0,0
1700029B24Rik,0,0,0,0,0,0,0,0,0,0,0,0
Fabp12,0,0,0,0,0,0,0,0,0,0,0,0
A930014E01Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm38364,0,0,0,0,0,0,0,0,0,0,0,0
Impa1,1629,1363,1559,1771,1616,1568,1539,1303,1663,1543,1422,1678
Gm38303,0,0,0,0,0,0,0,0,0,0,0,0
Slc10a5,0,0,0,0,0,0,0,0,0,0,0,0
Zfand1,341,239,216,230,286,275,211,248,168,402,418,256
Chmp4c,11,9,2,8,21,7,22,7,22,28,50,5
Snx16,419,224,271,247,440,316,255,267,276,395,267,221
Gm37831,0,0,0,0,0,0,0,0,0,0,0,0
Gm18692,0,0,0,0,0,0,0,0,0,0,0,0
Gm37244,10,4,16,6,14,7,20,14,17,22,9,23
Gm22795,0,0,0,0,0,0,0,0,0,0,0,0
Gm21631,0,0,0,0,0,0,0,0,0,0,0,0
Gm37832,0,0,0,0,0,0,0,0,0,0,0,0
Gm22547,0,0,0,0,0,0,0,0,0,0,0,0
Gm8919,0,0,0,0,0,0,0,0,0,0,0,0
Gm10745,0,0,0,0,0,0,0,0,0,0,0,0
Gm37996,0,0,0,0,0,0,0,0,0,0,0,0
Gm2429,0,0,0,0,0,0,0,0,0,0,0,0
Gm8935,0,0,5,0,0,0,0,0,0,0,0,3
Gm8939,0,0,0,0,0,0,0,0,0,0,0,0
Gm38317,0,0,0,0,0,0,0,0,0,0,0,0
Gm37813,0,1,1,0,0,0,3,1,0,3,8,0
Gm37197,0,0,0,0,0,0,0,0,0,0,0,0
Gm2464,0,0,0,0,0,0,0,0,0,0,0,0
Ralyl,0,0,0,0,0,0,0,0,0,0,0,0
Gm2464,0,0,0,0,0,0,0,0,0,0,0,0
Gm37164,0,0,0,0,0,0,0,0,0,0,0,0
Gm2474,0,0,0,0,0,0,0,0,0,0,0,0
Gm19114,0,0,0,0,0,0,0,0,0,0,0,0
Gm25981,0,0,0,0,0,0,0,0,0,0,0,0
Gm22026,0,0,0,0,0,0,0,0,0,0,0,0
Gm23112,0,0,0,0,0,0,0,0,0,0,0,0
Gm38311,0,0,0,0,0,0,0,0,0,0,0,0
Gm6300,0,0,0,0,0,0,0,0,0,0,0,0
Gm37358,0,0,0,0,0,0,0,0,0,0,0,0
Gm8955,0,0,0,0,0,0,0,0,0,0,0,0
Slc7a12,0,0,0,0,0,0,0,0,0,0,0,0
Gm8957,0,0,0,0,0,0,0,0,0,0,0,0
Lrrcc1,676,311,378,413,613,536,513,357,360,597,976,465
Gm17119,0,0,0,0,0,0,0,0,9,2,0,0
E2f5,317,158,183,210,367,198,293,201,187,255,329,218
1810022K09Rik,708,673,822,832,897,785,747,821,935,599,450,727
Gm38151,0,0,0,0,0,0,0,0,0,0,0,0
Car13,1108,1148,1618,1778,1013,1602,1824,2004,2209,989,958,1292
Gm5843,0,0,0,0,0,0,0,0,0,0,0,0
Car1,0,0,0,0,5,0,0,0,0,0,0,0
Gm16399,0,0,0,0,0,0,0,0,0,0,0,0
Car3,207,43,17,17,31,179,40,62,28,51,22,28
Car2,5,6,0,6,9,7,11,8,19,4,1,6
A930001A20Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm7132,0,0,0,0,0,0,0,0,0,0,0,0
Gm33819,0,0,0,0,0,0,0,0,0,0,0,0
Gm9733,13,12,17,6,4,11,12,7,4,25,7,21
Sirpb1a,518,438,456,425,455,390,402,247,359,682,637,607
Sirpb1b,805,638,728,690,900,625,674,451,522,1201,1201,601
Gm37468,8,3,15,10,7,12,8,4,4,24,29,3
Sirpb1c,3118,2072,1648,2105,3240,2000,2410,1341,1717,4775,4375,2539
Gm6321,0,0,0,0,0,0,0,0,0,0,0,0
Gm7343,0,0,2,0,0,0,0,0,0,0,0,0
Gm5150,443,915,1444,1573,418,835,944,1098,1190,365,379,1127
Gm24694,0,0,0,0,0,0,0,0,0,0,0,0
Gm37836,0,0,0,0,0,0,0,0,0,0,0,0
Gm25863,0,0,0,0,0,0,0,0,0,0,0,0
Ythdf3,3007,2488,2495,2496,2818,2847,2545,1902,2480,3065,4019,2609
Gm26485,0,0,0,0,0,0,0,0,0,0,0,0
Gm5283,0,0,0,0,0,0,0,0,0,0,0,0
Gm24963,0,0,0,0,0,0,0,0,0,0,0,0
Gm6350,0,0,0,0,0,0,0,0,0,0,0,0
Gm30340,0,0,0,0,0,0,0,0,0,0,0,0
Gm19694,0,0,0,0,0,0,0,0,0,0,0,0
Gm38154,0,0,0,0,0,0,0,0,0,0,0,0
Mir124-2hg,0,0,0,0,0,0,0,0,0,0,0,0
Mir124a-2,0,0,0,0,0,0,0,0,0,0,0,0
Gm23441,0,0,0,0,0,0,0,0,0,0,0,0
Gm19175,0,0,0,0,0,0,0,0,0,0,0,0
Cypt12,0,0,0,0,0,0,0,0,0,0,0,0
Gm5844,0,0,3,0,0,1,2,3,1,2,0,1
Bhlhe22,0,0,0,4,0,0,0,0,0,0,0,0
Gm23726,0,0,0,0,0,0,0,0,0,0,0,0
Cyp7b1,0,10,3,0,0,5,0,2,6,0,0,4
Gm23686,0,0,0,0,0,0,0,0,0,0,0,0
Gm43834,0,0,0,0,0,0,0,0,0,0,0,0
Gm30667,0,0,0,0,0,0,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm6369,0,0,0,0,0,0,0,0,0,0,0,0
Pgk1-ps3,0,0,0,0,0,0,0,0,0,0,0,0
Gm37317,0,0,0,0,0,2,2,2,0,0,11,0
Gm42944,0,0,0,0,0,0,0,0,0,3,0,0
Gm30341,0,0,0,0,0,0,0,0,0,0,0,0
Armc1,1094,1053,1143,1328,1203,1366,1302,970,1070,1146,1114,1273
Gm37979,0,1,0,0,0,1,0,0,9,1,17,3
Mtfr1,696,598,565,472,654,617,720,450,609,687,669,580
Pde7a,504,287,457,307,607,298,261,301,325,321,548,175
Gm16093,0,0,0,0,0,0,0,0,0,0,0,0
Gm22282,0,0,0,0,0,0,0,0,0,0,0,0
